Type	Chromosome	Position	Position_offset	-log10(q-value)	G-score	average_amplitude	frequency
Amp	 2	66443557	315389207	-0.000000	0.000000	0.000000	0.000000
Amp	 2	74414751	323360401	-0.000000	0.000000	0.000000	0.000000
Amp	 2	74414752	323360402	-0.000000	0.129240	0.471471	0.125000
Amp	 2	74606944	323552594	-0.000000	0.129240	0.471471	0.125000
Amp	 2	74606945	323552595	-0.000000	0.000000	0.000000	0.000000
Amp	 2	96137477	345083127	-0.000000	0.000000	0.000000	0.000000
Amp	 2	96137478	345083128	-0.000000	0.142770	0.472520	0.125000
Amp	 2	96369302	345314952	-0.000000	0.142770	0.472520	0.125000
Amp	 2	96369303	345314953	-0.000000	0.000000	0.000000	0.000000
Amp	 2	108486418	357432068	-0.000000	0.000000	0.000000	0.000000
Amp	 2	108486419	357432069	-0.000000	0.134478	0.574576	0.125000
Amp	 2	108875977	357821627	-0.000000	0.134478	0.574576	0.125000
Amp	 2	108875978	357821628	-0.000000	0.000000	0.000000	0.000000
Amp	 2	127706213	376651863	-0.000000	0.000000	0.000000	0.000000
Amp	 2	127706214	376651864	-0.000000	0.148914	0.475699	0.125000
Amp	 2	128177716	377123366	-0.000000	0.148914	0.475699	0.125000
Amp	 2	128177717	377123367	-0.000000	0.000000	0.000000	0.000000
Amp	 2	135907201	384852851	-0.000000	0.000000	0.000000	0.000000
Amp	 2	135907202	384852852	0.536842	0.388916	1.256894	0.125000
Amp	 2	136118613	385064263	0.536842	0.388916	1.256894	0.125000
Amp	 2	136118614	385064264	-0.000000	0.000000	0.000000	0.000000
Amp	 2	155590527	404536177	-0.000000	0.000000	0.000000	0.000000
Amp	 2	155590528	404536178	-0.000000	0.187085	0.699176	0.125000
Amp	 2	171006613	419952263	-0.000000	0.187085	0.699176	0.125000
Amp	 2	171006614	419952264	0.887625	0.501363	0.859302	0.250000
Amp	 2	171391933	420337583	0.887625	0.501363	0.859302	0.250000
Amp	 2	171391934	420337584	-0.000000	0.187085	0.699176	0.125000
Amp	 2	190371910	439317560	-0.000000	0.187085	0.699176	0.125000
Amp	 2	190371911	439317561	0.367395	0.315350	0.605038	0.250000
Amp	 2	191036070	439981720	0.367395	0.315350	0.605038	0.250000
Amp	 2	191036071	439981721	-0.000000	0.187085	0.699176	0.125000
Amp	 2	196926359	445872009	-0.000000	0.187085	0.699176	0.125000
Amp	 2	196926360	445872010	0.395094	0.330746	0.579081	0.250000
Amp	 2	197785832	446731482	0.395094	0.330746	0.579081	0.250000
Amp	 2	197785833	446731483	-0.000000	0.187085	0.699176	0.125000
Amp	 2	218455488	467401138	-0.000000	0.187085	0.699176	0.125000
Amp	 2	218455489	467401139	0.395094	0.356408	0.627036	0.250000
Amp	 2	218615589	467561239	0.395094	0.356408	0.627036	0.250000
Amp	 2	218615590	467561240	-0.000000	0.187085	0.699176	0.125000
Amp	 2	223758571	472704221	-0.000000	0.187085	0.699176	0.125000
Amp	 2	223758572	472704222	0.367395	0.321908	0.569428	0.250000
Amp	 2	225101096	474046746	0.367395	0.321908	0.569428	0.250000
Amp	 2	225101097	474046747	-0.000000	0.187085	0.699176	0.125000
Amp	 2	229768506	478714156	-0.000000	0.187085	0.699176	0.125000
Amp	 2	229768507	478714157	0.395094	0.336681	0.565956	0.375000
Amp	 2	230910359	479856009	0.395094	0.336681	0.565956	0.375000
Amp	 2	230910360	479856010	-0.000000	0.187085	0.699176	0.125000
Amp	 2	232815527	481761177	-0.000000	0.187085	0.699176	0.125000
Amp	 2	232815528	481761178	0.395094	0.340650	0.608328	0.250000
Amp	 2	233468327	482413977	0.395094	0.340650	0.608328	0.250000
Amp	 2	233468328	482413978	-0.000000	0.187085	0.953392	0.125000
Amp	 2	240676435	489622085	-0.000000	0.187085	0.953392	0.125000
Amp	 2	240676436	489622086	0.395094	0.352345	0.815767	0.250000
Amp	 2	240782434	489728084	0.395094	0.352345	0.815767	0.250000
Amp	 2	240782435	489728085	-0.000000	0.187085	0.953392	0.125000
Amp	 2	241037125	489982775	-0.000000	0.187085	0.953392	0.125000
Amp	 2	241037126	489982776	0.395094	0.345115	0.729047	0.250000
Amp	 2	241157674	490103324	0.395094	0.345115	0.729047	0.250000
Amp	 2	241157675	490103325	-0.000000	0.187085	0.953392	0.125000
Amp	 2	241252835	490198485	-0.000000	0.187085	0.953392	0.125000
Amp	 2	241252836	490198486	0.395094	0.333857	0.711138	0.250000
Amp	 2	241456637	490402287	0.395094	0.333857	0.711138	0.250000
Amp	 2	241456638	490402288	-0.000000	0.187085	0.953392	0.125000
Amp	 2	242183029	491128679	-0.000000	0.187085	0.953392	0.125000
Amp	 3	1	491128680	-0.000000	0	0	0
Amp	 3	10950	491139629	-0.000000	0	0	0
Amp	 3	10951	491139630	-0.000000	0.000000	0.000000	0.000000
Amp	 3	10278099	501406778	-0.000000	0.000000	0.000000	0.000000
Amp	 3	10278100	501406779	-0.000000	0.150071	0.477458	0.125000
Amp	 3	11037473	502166152	-0.000000	0.150071	0.477458	0.125000
Amp	 3	11037474	502166153	-0.000000	0.000000	0.000000	0.000000
Amp	 3	32239627	523368306	-0.000000	0.000000	0.000000	0.000000
Amp	 3	32239628	523368307	-0.000000	0.126012	0.400912	0.125000
Amp	 3	33867033	524995712	-0.000000	0.126012	0.400912	0.125000
Amp	 3	33867034	524995713	-0.000000	0.000000	0.000000	0.000000
Amp	 3	75664260	566792939	-0.000000	0.000000	0.000000	0.000000
Amp	 3	75664261	566792940	0.332895	0.287739	1.030877	0.125000
Amp	 3	75738922	566867601	0.332895	0.287739	1.030877	0.125000
Amp	 3	75738923	566867602	-0.000000	0.000000	0.000000	0.000000
Amp	 3	129095728	620224407	-0.000000	0.000000	0.000000	0.000000
Amp	 3	129095729	620224408	-0.000000	0.129160	0.410927	0.125000
Amp	 3	129463424	620592103	-0.000000	0.129160	0.410927	0.125000
Amp	 3	129463425	620592104	-0.000000	0.000000	0.000000	0.000000
Amp	 3	133401081	624529760	-0.000000	0.000000	0.000000	0.000000
Amp	 3	133401082	624529761	-0.000000	0.212840	0.677160	0.125000
Amp	 3	133657687	624786366	-0.000000	0.212840	0.677160	0.125000
Amp	 3	133657688	624786367	-0.000000	0.000000	0.000000	0.000000
Amp	 3	136106109	627234788	-0.000000	0.000000	0.000000	0.000000
Amp	 3	136106110	627234789	-0.000000	0.139882	0.445040	0.125000
Amp	 3	136982050	628110729	-0.000000	0.139882	0.445040	0.125000
Amp	 3	136982051	628110730	-0.000000	0.000000	0.000000	0.000000
Amp	 3	198235059	689363738	-0.000000	0.000000	0.000000	0.000000
Amp	 4	1	689363739	-0.000000	0	0	0
Amp	 4	60665	689424403	-0.000000	0	0	0
Amp	 4	60666	689424404	-0.000000	0.000000	0.000000	0.000000
Amp	 4	25748334	715112072	-0.000000	0.000000	0.000000	0.000000
Amp	 4	25748335	715112073	-0.000000	0.156425	0.596732	0.125000
Amp	 4	26362471	715726209	-0.000000	0.156425	0.596732	0.125000
Amp	 4	26362472	715726210	-0.000000	0.000000	0.000000	0.000000
Amp	 4	127892254	817255992	-0.000000	0.000000	0.000000	0.000000
Amp	 4	127892255	817255993	-0.000000	0.148878	0.486028	0.125000
Amp	 4	128162094	817525832	-0.000000	0.148878	0.486028	0.125000
Amp	 4	128162095	817525833	-0.000000	0.000000	0.000000	0.000000
Amp	 4	153335074	842698812	-0.000000	0.000000	0.000000	0.000000
Amp	 4	153335075	842698813	0.367395	0	0	0
Amp	 4	153349936	842713674	0.367395	0	0	0
Amp	 4	153349937	842713675	0.367395	0.323297	1.058065	0.125000
Amp	 4	153602042	842965780	0.367395	0.323297	1.058065	0.125000
Amp	 4	153602043	842965781	-0.000000	0.000000	0.000000	0.000000
Amp	 4	190122450	879486188	-0.000000	0.000000	0.000000	0.000000
Amp	 5	1	879486189	-0.000000	0	0	0
Amp	 5	12050	879498238	-0.000000	0	0	0
Amp	 5	12051	879498239	-0.000000	0.000000	0.000000	0.000000
Amp	 5	118989019	998475207	-0.000000	0.000000	0.000000	0.000000
Amp	 5	118989020	998475208	-0.000000	0.151741	0.506208	0.125000
Amp	 5	119477298	998963486	-0.000000	0.151741	0.506208	0.125000
Amp	 5	119477299	998963487	-0.000000	0.000000	0.000000	0.000000
Amp	 5	123346409	1002832597	-0.000000	0.000000	0.000000	0.000000
Amp	 5	123346410	1002832598	-0.000000	0.153380	0.511423	0.125000
Amp	 5	125039013	1004525201	-0.000000	0.153380	0.511423	0.125000
Amp	 5	125039014	1004525202	-0.000000	0.000000	0.000000	0.000000
Amp	 5	126603663	1006089851	-0.000000	0.000000	0.000000	0.000000
Amp	 5	126603664	1006089852	-0.000000	0.199558	0.658339	0.125000
Amp	 5	126878075	1006364263	-0.000000	0.199558	0.658339	0.125000
Amp	 5	126878076	1006364264	-0.000000	0.000000	0.000000	0.000000
Amp	 5	131162283	1010648471	-0.000000	0.000000	0.000000	0.000000
Amp	 5	131162284	1010648472	-0.000000	0.133255	0.656657	0.125000
Amp	 5	131651691	1011137879	-0.000000	0.133255	0.656657	0.125000
Amp	 5	131651692	1011137880	-0.000000	0.000000	0.000000	0.000000
Amp	 5	140786180	1020272368	-0.000000	0.000000	0.000000	0.000000
Amp	 5	140786181	1020272369	-0.000000	0.163003	0.520753	0.125000
Amp	 5	141490723	1020976911	-0.000000	0.163003	0.520753	0.125000
Amp	 5	141490724	1020976912	-0.000000	0.000000	0.000000	0.000000
Amp	 5	151140037	1030626225	-0.000000	0.000000	0.000000	0.000000
Amp	 5	151140038	1030626226	0.020904	0.281421	0.942389	0.125000
Amp	 5	151266548	1030752736	0.020904	0.281421	0.942389	0.125000
Amp	 5	151266549	1030752737	-0.000000	0.000000	0.000000	0.000000
Amp	 5	156759106	1036245294	-0.000000	0.000000	0.000000	0.000000
Amp	 5	156759107	1036245295	-0.000000	0.212445	0.683422	0.125000
Amp	 5	157104546	1036590734	-0.000000	0.212445	0.683422	0.125000
Amp	 5	157104547	1036590735	0.395094	0.355823	0.581511	0.250000
Amp	 5	157325372	1036811560	0.395094	0.355823	0.581511	0.250000
Amp	 5	157325373	1036811561	-0.000000	0.143378	0.479601	0.125000
Amp	 5	159268805	1038754993	-0.000000	0.143378	0.479601	0.125000
Amp	 5	159268806	1038754994	-0.000000	0.000000	0.000000	0.000000
Amp	 5	163439147	1042925335	-0.000000	0.000000	0.000000	0.000000
Amp	 5	163439148	1042925336	-0.000000	0.127203	0.443394	0.125000
Amp	 5	163516408	1043002596	-0.000000	0.127203	0.443394	0.125000
Amp	 5	163516409	1043002597	-0.000000	0.000000	0.000000	0.000000
Amp	 5	180791523	1060277711	-0.000000	0.000000	0.000000	0.000000
Amp	 5	180791524	1060277712	-0.000000	0.148557	0.496078	0.125000
Amp	 5	181477759	1060963947	-0.000000	0.148557	0.496078	0.125000
Amp	 6	1	1060963948	-0.000000	0	0	0
Amp	 6	60500	1061024447	-0.000000	0	0	0
Amp	 6	60501	1061024448	-0.000000	0.000000	0.472675	0.125000
Amp	 6	25926341	1086890288	-0.000000	0.000000	0.472675	0.125000
Amp	 6	25926342	1086890289	-0.000000	0.143743	0.459884	0.125000
Amp	 6	27254583	1088218530	-0.000000	0.143743	0.459884	0.125000
Amp	 6	27254584	1088218531	-0.000000	0.000000	0.000000	0.000000
Amp	 6	63580674	1124544621	-0.000000	0.000000	0.000000	0.000000
Amp	 6	63580675	1124544622	0.335527	0.310306	0.989813	0.125000
Amp	 6	63700247	1124664194	0.335527	0.310306	0.989813	0.125000
Amp	 6	63700248	1124664195	-0.000000	0.000000	0.000000	0.000000
Amp	 6	158506476	1219470423	-0.000000	0.000000	0.000000	0.000000
Amp	 6	158506477	1219470424	-0.000000	0.213082	0.706533	0.125000
Amp	 6	159226366	1220190313	-0.000000	0.213082	0.706533	0.125000
Amp	 6	159226367	1220190314	-0.000000	0.000000	0.000000	0.000000
Amp	 6	170745479	1231709426	-0.000000	0.000000	0.000000	0.000000
Amp	 7	1	1231709427	-0.000000	0	0	0
Amp	 7	10500	1231719926	-0.000000	0	0	0
Amp	 7	10501	1231719927	-0.000000	0.000000	0.603025	0.250000
Amp	 7	5900324	1237609750	-0.000000	0.000000	0.603025	0.250000
Amp	 7	5900325	1237609751	-0.000000	0.127168	0.597855	0.625000
Amp	 7	6432737	1238142163	-0.000000	0.127168	0.597855	0.625000
Amp	 7	6432738	1238142164	-0.000000	0.000000	0.651960	0.500000
Amp	 7	7572365	1239281791	-0.000000	0.000000	0.651960	0.500000
Amp	 7	7572366	1239281792	-0.000000	0.234956	0.885122	0.250000
Amp	 7	8156927	1239866353	-0.000000	0.234956	0.885122	0.250000
Amp	 7	8156928	1239866354	-0.000000	0.000000	0.482008	0.250000
Amp	 7	50089508	1281798934	-0.000000	0.000000	0.482008	0.250000
Amp	 7	50089509	1281798935	0.020904	0.259468	0.995802	0.250000
Amp	 7	50445713	1282155139	0.020904	0.259468	0.995802	0.250000
Amp	 7	50445714	1282155140	-0.000000	0.000000	0.512437	0.250000
Amp	 7	64265696	1295975122	-0.000000	0.000000	0.512437	0.250000
Amp	 7	64265697	1295975123	-0.000000	0.127105	0.673032	0.375000
Amp	 7	67386553	1299095979	-0.000000	0.127105	0.673032	0.375000
Amp	 7	67386554	1299095980	-0.000000	0.000000	0.518040	0.375000
Amp	 7	72815990	1304525416	-0.000000	0.000000	0.518040	0.375000
Amp	 7	72815991	1304525417	0.020904	0.257470	1.101715	0.250000
Amp	 7	73343411	1305052837	0.020904	0.257470	1.101715	0.250000
Amp	 7	73343412	1305052838	-0.000000	0.000000	0.692139	0.250000
Amp	 7	74068514	1305777940	-0.000000	0.000000	0.692139	0.250000
Amp	 7	74068515	1305777941	-0.000000	0.171385	0.821570	0.250000
Amp	 7	74404402	1306113828	-0.000000	0.171385	0.821570	0.250000
Amp	 7	74404403	1306113829	-0.000000	0.000000	0.548935	0.250000
Amp	 7	77639809	1309349235	-0.000000	0.000000	0.548935	0.250000
Amp	 7	77639810	1309349236	-0.000000	0.230106	0.788987	0.375000
Amp	 7	78020494	1309729920	-0.000000	0.230106	0.788987	0.375000
Amp	 7	78020495	1309729921	-0.000000	0.000000	0.440125	0.250000
Amp	 7	86892811	1318602237	-0.000000	0.000000	0.440125	0.250000
Amp	 7	86892812	1318602238	-0.000000	0.201018	1.203181	0.125000
Amp	 7	87348966	1319058392	-0.000000	0.201018	1.203181	0.125000
Amp	 7	87348967	1319058393	-0.000000	0.000000	0.427294	0.125000
Amp	 7	104169034	1335878460	-0.000000	0.000000	0.427294	0.125000
Amp	 7	104169035	1335878461	-0.000000	0.175414	0.531634	0.250000
Amp	 7	104901760	1336611186	-0.000000	0.175414	0.531634	0.250000
Amp	 7	104901761	1336611187	0.395094	0.349908	0.848091	0.250000
Amp	 7	105565166	1337274592	0.395094	0.349908	0.848091	0.250000
Amp	 7	105565167	1337274593	-0.000000	0.174494	0.810006	0.250000
Amp	 7	106904999	1338614425	-0.000000	0.174494	0.810006	0.250000
Amp	 7	106905000	1338614426	-0.000000	0.000000	0.506597	0.125000
Amp	 7	128857895	1360567321	-0.000000	0.000000	0.506597	0.125000
Amp	 7	128857896	1360567322	-0.000000	0.198107	1.193918	0.125000
Amp	 7	129205092	1360914518	-0.000000	0.198107	1.193918	0.125000
Amp	 7	129205093	1360914519	-0.000000	0.000000	0.540140	0.125000
Amp	 7	129482858	1361192284	-0.000000	0.000000	0.540140	0.125000
Amp	 7	129482859	1361192285	-0.000000	0.141419	1.037821	0.125000
Amp	 7	130207801	1361917227	-0.000000	0.141419	1.037821	0.125000
Amp	 7	130207802	1361917228	-0.000000	0.000000	0.587891	0.125000
Amp	 7	143223558	1374932984	-0.000000	0.000000	0.587891	0.125000
Amp	 7	143223559	1374932985	0.020506	0.237071	1.317886	0.125000
Amp	 7	143339128	1375048554	0.020506	0.237071	1.317886	0.125000
Amp	 7	143339129	1375048555	-0.000000	0.000000	0.000000	0.000000
Amp	 7	143573586	1375283012	-0.000000	0.000000	0.000000	0.000000
Amp	 7	143573587	1375283013	0.395094	0.354540	1.731092	0.125000
Amp	 7	143863198	1375572624	0.395094	0.354540	1.731092	0.125000
Amp	 7	143863199	1375572625	-0.000000	0.000000	0.603106	0.125000
Amp	 7	148756872	1380466298	-0.000000	0.000000	0.603106	0.125000
Amp	 7	148756873	1380466299	-0.000000	0.231140	0.741731	0.250000
Amp	 7	148786894	1380496320	-0.000000	0.231140	0.741731	0.250000
Amp	 7	148786895	1380496321	0.887625	0.494770	1.162715	0.250000
Amp	 7	148819480	1380528906	0.887625	0.494770	1.162715	0.250000
Amp	 7	148819481	1380528907	0.020904	0.263630	1.445074	0.125000
Amp	 7	149005030	1380714456	0.020904	0.263630	1.445074	0.125000
Amp	 7	149005031	1380714457	-0.000000	0.000000	0.606323	0.125000
Amp	 7	150466916	1382176342	-0.000000	0.000000	0.606323	0.125000
Amp	 7	150466917	1382176343	0.395094	0.352738	0.941962	0.250000
Amp	 7	150742472	1382451898	0.395094	0.352738	0.941962	0.250000
Amp	 7	150742473	1382451899	-0.000000	0.000000	0.000000	0.000000
Amp	 7	159335473	1391044899	-0.000000	0.000000	0.000000	0.000000
Amp	 8	1	1391044900	-0.000000	0	0	0
Amp	 8	60500	1391105399	-0.000000	0	0	0
Amp	 8	60501	1391105400	-0.000000	0.000000	0.430598	0.125000
Amp	 8	6481385	1397526284	-0.000000	0.000000	0.430598	0.125000
Amp	 8	6481386	1397526285	0.020904	0.259407	0.627957	0.250000
Amp	 8	9777253	1400822152	0.020904	0.259407	0.627957	0.250000
Amp	 8	9777254	1400822153	-0.000000	0.000000	0.430598	0.125000
Amp	 8	11062702	1402107601	-0.000000	0.000000	0.430598	0.125000
Amp	 8	11062703	1402107602	0.020904	0.257845	0.625472	0.250000
Amp	 8	11564616	1402609515	0.020904	0.257845	0.625472	0.250000
Amp	 8	11564617	1402609516	-0.000000	0.000000	0.430598	0.125000
Amp	 8	38789321	1429834220	-0.000000	0.000000	0.430598	0.125000
Amp	 8	38789322	1429834221	-0.000000	0.148507	0.451540	0.250000
Amp	 8	39013869	1430058768	-0.000000	0.148507	0.451540	0.250000
Amp	 8	39013870	1430058769	-0.000000	0.000000	0.430598	0.125000
Amp	 8	47837102	1438882001	-0.000000	0.000000	0.430598	0.125000
Amp	 8	47837103	1438882002	-0.000000	0.199706	0.569347	0.250000
Amp	 8	47935622	1438980521	-0.000000	0.199706	0.569347	0.250000
Amp	 8	47935623	1438980522	-0.000000	0.000000	0.408805	0.125000
Amp	 8	53984173	1445029072	-0.000000	0.000000	0.408805	0.125000
Amp	 8	53984174	1445029073	0.020506	0.247419	0.631474	0.250000
Amp	 8	54137157	1445182056	0.020506	0.247419	0.631474	0.250000
