Type	Chromosome	Position	Position_offset	-log10(q-value)	G-score	average_amplitude	frequency
Amp	 1	111766547	111766547	0.000000	0.149254	0.474857	0.125000
Amp	 1	111766548	111766548	0.000000	0.000000	0.000000	0.000000
Amp	 1	113738603	113738603	0.000000	0.000000	0.000000	0.000000
Amp	 1	113738604	113738604	0.000000	0.142583	0.453635	0.125000
Amp	 1	113979412	113979412	0.000000	0.142583	0.453635	0.125000
Amp	 1	113979413	113979413	0.000000	0.000000	0.000000	0.000000
Amp	 1	119982953	119982953	0.000000	0.000000	0.000000	0.000000
Amp	 1	119982954	119982954	0.122140	0	0	0
Amp	 1	150230472	150230472	0.122140	0	0	0
Amp	 1	150230473	150230473	0.122140	0.368893	1.440459	0.125000
Amp	 1	151518409	151518409	0.122140	0.368893	1.440459	0.125000
Amp	 1	151518410	151518410	0.000000	0.133187	0.690548	0.125000
Amp	 1	152085312	152085312	0.000000	0.133187	0.690548	0.125000
Amp	 1	152085313	152085313	0.000000	0.000000	0.000000	0.000000
Amp	 1	153535109	153535109	0.000000	0.000000	0.000000	0.000000
Amp	 1	153535110	153535110	0.000000	0.132811	1.075261	0.125000
Amp	 1	153618784	153618784	0.000000	0.132811	1.075261	0.125000
Amp	 1	153618785	153618785	0.442426	0.626490	1.322962	0.250000
Amp	 1	153679468	153679468	0.442426	0.626490	1.322962	0.250000
Amp	 1	153679469	153679469	0.000000	0.000000	0.652717	0.125000
Amp	 1	153770549	153770549	0.000000	0.000000	0.652717	0.125000
Amp	 1	153770550	153770550	0.087839	0.350355	1.901452	0.125000
Amp	 1	153811917	153811917	0.087839	0.350355	1.901452	0.125000
Amp	 1	153811918	153811918	0.306954	0.492072	1.176166	0.250000
Amp	 1	154002093	154002093	0.306954	0.492072	1.176166	0.250000
Amp	 1	154002094	154002094	0.000000	0	0	0
Amp	 1	154023011	154023011	0.000000	0	0	0
Amp	 1	154023012	154023012	0.000000	0.141717	0.618831	0.250000
Amp	 1	154274840	154274840	0.000000	0.141717	0.618831	0.250000
Amp	 1	154274841	154274841	0.000000	0.000000	0.786782	0.125000
Amp	 1	154588031	154588031	0.000000	0.000000	0.786782	0.125000
Amp	 1	154588032	154588032	0.000000	0.150093	0.632156	0.250000
Amp	 1	154822696	154822696	0.000000	0.150093	0.632156	0.250000
Amp	 1	154822697	154822697	0.191139	0.448844	1.107400	0.250000
Amp	 1	154929285	154929285	0.191139	0.448844	1.107400	0.250000
Amp	 1	154929286	154929286	0.490914	0	0	0
Amp	 1	154944909	154944909	0.490914	0	0	0
Amp	 1	154944910	154944910	0.490914	0.653507	0.955315	0.375000
Amp	 1	156526382	156526382	0.490914	0.653507	0.955315	0.375000
Amp	 1	156526383	156526383	0.087839	0.354756	0.627351	0.375000
Amp	 1	156623373	156623373	0.087839	0.354756	0.627351	0.375000
Amp	 1	156623374	156623374	0.000000	0.150093	0.615455	0.250000
Amp	 1	156624385	156624385	0.000000	0.150093	0.615455	0.250000
Amp	 1	156624386	156624386	0.000000	0.000000	0.753381	0.125000
Amp	 1	156705250	156705250	0.000000	0.000000	0.753381	0.125000
Amp	 1	156705251	156705251	0.000000	0.153884	0.621484	0.250000
Amp	 1	156791584	156791584	0.000000	0.153884	0.621484	0.250000
Amp	 1	156791585	156791585	0.000000	0.000000	0.753381	0.125000
Amp	 1	157098596	157098596	0.000000	0.000000	0.753381	0.125000
Amp	 1	157098597	157098597	0.000000	0.214384	0.682074	0.125000
Amp	 1	157515491	157515491	0.000000	0.214384	0.682074	0.125000
Amp	 1	157515492	157515492	1.232188	1.155099	1.184253	0.500000
Amp	 1	157518581	157518581	1.232188	1.155099	1.184253	0.500000
Amp	 1	157518582	157518582	1.712602	1.417461	1.114346	0.625000
Amp	 1	157696990	157696990	1.712602	1.417461	1.114346	0.625000
Amp	 1	157696991	157696991	2.129757	1.679812	1.281282	0.625000
Amp	 1	157839237	157839237	2.129757	1.679812	1.281282	0.625000
Amp	 1	157839238	157839238	1.795731	1.481017	1.400743	0.500000
Amp	 1	157842247	157842247	1.795731	1.481017	1.400743	0.500000
Amp	 1	157842248	157842248	0.000000	0.000000	0.000000	0.000000
Amp	 1	158095628	158095628	0.000000	0.000000	0.000000	0.000000
Amp	 1	158095629	158095629	0.000000	0.244202	1.043748	0.125000
Amp	 1	158329724	158329724	0.000000	0.244202	1.043748	0.125000
Amp	 1	158329725	158329725	0.000000	0.000000	0.000000	0.000000
Amp	 1	158847618	158847618	0.000000	0.000000	0.000000	0.000000
Amp	 1	158847619	158847619	0.000000	0.165295	0.525892	0.125000
Amp	 1	158976553	158976553	0.000000	0.165295	0.525892	0.125000
Amp	 1	158976554	158976554	0.789697	0.896477	1.559496	0.250000
Amp	 1	159074007	159074007	0.789697	0.896477	1.559496	0.250000
Amp	 1	159074008	159074008	0.000000	0.000000	0.000000	0.000000
Amp	 1	160181588	160181588	0.000000	0.000000	0.000000	0.000000
Amp	 1	160181589	160181589	0.000000	0.204916	1.258407	0.125000
Amp	 1	160283423	160283423	0.000000	0.204916	1.258407	0.125000
Amp	 1	160283424	160283424	0.122140	0.369186	0.890520	0.250000
Amp	 1	161678073	161678073	0.122140	0.369186	0.890520	0.250000
Amp	 1	161678074	161678074	0.427779	0.611749	0.974305	0.375000
Amp	 1	161751516	161751516	0.427779	0.611749	0.974305	0.375000
Amp	 1	161751517	161751517	0.122140	0.369186	0.890520	0.250000
Amp	 1	161756675	161756675	0.122140	0.369186	0.890520	0.250000
Amp	 1	161756676	161756676	0.000000	0.204916	1.258407	0.125000
Amp	 1	161819522	161819522	0.000000	0.204916	1.258407	0.125000
Amp	 1	161819523	161819523	0.000000	0.000000	0.000000	0.000000
Amp	 1	165564332	165564332	0.000000	0.000000	0.000000	0.000000
Amp	 1	165564333	165564333	0.000000	0.207772	0.927843	0.125000
Amp	 1	166922483	166922483	0.000000	0.207772	0.927843	0.125000
Amp	 1	166922484	166922484	0.000000	0.000000	0.000000	0.000000
Amp	 1	167129116	167129116	0.000000	0.000000	0.000000	0.000000
Amp	 1	167129117	167129117	1.232188	1.119241	1.035689	0.500000
Amp	 1	167772164	167772164	1.232188	1.119241	1.035689	0.500000
Amp	 1	167772165	167772165	0.306954	0.501560	0.710057	0.375000
Amp	 1	167773142	167773142	0.306954	0.501560	0.710057	0.375000
Amp	 1	167773143	167773143	0.000000	0.212659	0.591682	0.250000
Amp	 1	167787709	167787709	0.000000	0.212659	0.591682	0.250000
Amp	 1	167787710	167787710	0.000000	0.000000	0.506779	0.125000
Amp	 1	173659926	173659926	0.000000	0.000000	0.506779	0.125000
Amp	 1	173659927	173659927	0.000000	0.155698	0.514897	0.250000
Amp	 1	173811021	173811021	0.000000	0.155698	0.514897	0.250000
Amp	 1	173811022	173811022	0.131565	0.386814	0.882550	0.250000
Amp	 1	173853238	173853238	0.131565	0.386814	0.882550	0.250000
Amp	 1	173853239	173853239	0.374127	0.546750	0.773783	0.375000
Amp	 1	175023946	175023946	0.374127	0.546750	0.773783	0.375000
Amp	 1	175023947	175023947	0.000000	0.000000	0.000000	0.000000
Amp	 1	175989259	175989259	0.000000	0.000000	0.000000	0.000000
Amp	 1	175989260	175989260	0.087839	0.360781	1.414648	0.125000
Amp	 1	175989979	175989979	0.087839	0.360781	1.414648	0.125000
Amp	 1	175989980	175989980	0.469123	0.638643	0.766227	0.375000
Amp	 1	176207274	176207274	0.469123	0.638643	0.766227	0.375000
Amp	 1	176207275	176207275	0.306954	0.493990	0.919230	0.250000
Amp	 1	176381543	176381543	0.306954	0.493990	0.919230	0.250000
Amp	 1	176381544	176381544	0.000000	0.133210	0.423813	0.125000
Amp	 1	176556213	176556213	0.000000	0.133210	0.423813	0.125000
Amp	 1	176556214	176556214	0.000000	0.000000	0.000000	0.000000
Amp	 1	178522942	178522942	0.000000	0.000000	0.000000	0.000000
Amp	 1	178522943	178522943	0.654766	0.792646	2.788647	0.125000
Amp	 1	178901997	178901997	0.654766	0.792646	2.788647	0.125000
Amp	 1	178901998	178901998	0.087839	0.355482	1.397791	0.125000
Amp	 1	179093994	179093994	0.087839	0.355482	1.397791	0.125000
Amp	 1	179093995	179093995	0.000000	0.152289	0.751322	0.125000
Amp	 1	181221347	181221347	0.000000	0.152289	0.751322	0.125000
Amp	 1	181221348	181221348	0.000000	0.000000	0.000000	0.000000
Amp	 1	182058519	182058519	0.000000	0.000000	0.000000	0.000000
Amp	 1	182058520	182058520	0.000000	0.196600	0.920319	0.125000
Amp	 1	182585783	182585783	0.000000	0.196600	0.920319	0.125000
Amp	 1	182585784	182585784	0.060675	0.327638	0.668612	0.250000
Amp	 1	182902939	182902939	0.060675	0.327638	0.668612	0.250000
Amp	 1	182902940	182902940	0.000000	0.196600	0.920319	0.125000
Amp	 1	183128484	183128484	0.000000	0.196600	0.920319	0.125000
Amp	 1	183128485	183128485	0.000000	0.000000	0.000000	0.000000
Amp	 1	192352722	192352722	0.000000	0.000000	0.000000	0.000000
Amp	 1	192352723	192352723	0.000000	0.140730	0.517561	0.250000
Amp	 1	192366633	192366633	0.000000	0.140730	0.517561	0.250000
Amp	 1	192366634	192366634	0.374127	0.542280	1.156336	0.250000
Amp	 1	193081261	193081261	0.374127	0.542280	1.156336	0.250000
Amp	 1	193081262	193081262	0.000000	0.140730	0.509715	0.250000
Amp	 1	196340358	196340358	0.000000	0.140730	0.509715	0.250000
Amp	 1	196340359	196340359	0.000000	0.000000	0.560476	0.125000
Amp	 1	197056902	197056902	0.000000	0.000000	0.560476	0.125000
Amp	 1	197056903	197056903	0.000000	0.157236	0.499256	0.375000
Amp	 1	197595830	197595830	0.000000	0.157236	0.499256	0.375000
Amp	 1	197595831	197595831	0.020774	0.283051	0.502994	0.500000
Amp	 1	197658894	197658894	0.020774	0.283051	0.502994	0.500000
Amp	 1	197658895	197658895	0.376607	0.553012	0.676060	0.625000
Amp	 1	198319306	198319306	0.376607	0.553012	0.676060	0.625000
Amp	 1	198319307	198319307	0.561080	0.744676	0.798018	0.625000
Amp	 1	198523672	198523672	0.561080	0.744676	0.798018	0.625000
Amp	 1	198523673	198523673	0.972116	0	0	0
Amp	 1	198541169	198541169	0.972116	0	0	0
Amp	 1	198541170	198541170	0.972116	1.026687	0.879691	0.750000
Amp	 1	199233174	199233174	0.972116	1.026687	0.879691	0.750000
Amp	 1	199233175	199233175	0.442426	0.618861	0.868970	0.500000
Amp	 1	199550832	199550832	0.442426	0.618861	0.868970	0.500000
Amp	 1	199550833	199550833	0.166843	0.427197	0.809685	0.375000
Amp	 1	200409078	200409078	0.166843	0.427197	0.809685	0.375000
Amp	 1	200409079	200409079	0.000073	0.269961	0.964401	0.250000
Amp	 1	200848192	200848192	0.000073	0.269961	0.964401	0.250000
Amp	 1	200848193	200848193	0.000000	0.000000	0.000000	0.000000
Amp	 1	201829961	201829961	0.000000	0.000000	0.000000	0.000000
Amp	 1	201829962	201829962	0.000000	0.144699	0.727174	0.125000
Amp	 1	203991422	203991422	0.000000	0.144699	0.727174	0.125000
Amp	 1	203991423	203991423	0.000000	0.000000	0.000000	0.000000
Amp	 1	204273522	204273522	0.000000	0.000000	0.000000	0.000000
Amp	 1	204273523	204273523	0.020774	0.294257	1.203000	0.125000
Amp	 1	204618011	204618011	0.020774	0.294257	1.203000	0.125000
Amp	 1	204618012	204618012	0.000000	0.000000	0.000000	0.000000
Amp	 1	205114678	205114678	0.000000	0.000000	0.000000	0.000000
Amp	 1	205114679	205114679	0.000000	0.155916	0.997654	0.125000
Amp	 1	205585924	205585924	0.000000	0.155916	0.997654	0.125000
Amp	 1	205585925	205585925	0.335334	0.513191	2.134343	0.125000
Amp	 1	205830169	205830169	0.335334	0.513191	2.134343	0.125000
Amp	 1	205830170	205830170	0.000000	0.155916	0.873793	0.125000
Amp	 1	206117469	206117469	0.000000	0.155916	0.873793	0.125000
Amp	 1	206117470	206117470	0.060675	0.314793	0.689634	0.250000
Amp	 1	206731040	206731040	0.060675	0.314793	0.689634	0.250000
Amp	 1	206731041	206731041	0.000000	0.158877	0.505475	0.125000
Amp	 1	206836551	206836551	0.000000	0.158877	0.505475	0.125000
Amp	 1	206836552	206836552	0.000000	0.000000	0.000000	0.000000
Amp	 1	211134466	211134466	0.000000	0.000000	0.000000	0.000000
Amp	 1	211134467	211134467	0.000000	0.202017	0.926130	0.125000
Amp	 1	213117202	213117202	0.000000	0.202017	0.926130	0.125000
Amp	 1	213117203	213117203	0.000000	0.000000	0.000000	0.000000
Amp	 1	217614011	217614011	0.000000	0.000000	0.000000	0.000000
Amp	 1	217614012	217614012	0.000000	0.175396	0.824838	0.125000
Amp	 1	222982951	222982951	0.000000	0.175396	0.824838	0.125000
Amp	 1	222982952	222982952	0.000000	0.000000	0.000000	0.000000
Amp	 1	223795705	223795705	0.000000	0.000000	0.000000	0.000000
Amp	 1	223795706	223795706	0.000000	0.195528	0.622082	0.125000
Amp	 1	223821110	223821110	0.000000	0.195528	0.622082	0.125000
Amp	 1	223821111	223821111	0.392607	0.586645	1.066622	0.250000
Amp	 1	224432289	224432289	0.392607	0.586645	1.066622	0.250000
Amp	 1	224432290	224432290	0.000000	0.000000	0.000000	0.000000
Amp	 1	224974702	224974702	0.000000	0.000000	0.000000	0.000000
Amp	 1	224974703	224974703	0.000000	0.175183	1.069271	0.125000
Amp	 1	225941669	225941669	0.000000	0.175183	1.069271	0.125000
Amp	 1	225941670	225941670	0.619566	0.776081	1.843801	0.250000
Amp	 1	226286234	226286234	0.619566	0.776081	1.843801	0.250000
Amp	 1	226286235	226286235	0.000000	0.175183	0.887908	0.250000
Amp	 1	226885428	226885428	0.000000	0.175183	0.887908	0.250000
Amp	 1	226885429	226885429	0.000000	0.000000	0.511919	0.125000
Amp	 1	228457315	228457315	0.000000	0.000000	0.511919	0.125000
Amp	 1	228457316	228457316	0.000000	0.192796	0.935520	0.125000
Amp	 1	229659806	229659806	0.000000	0.192796	0.935520	0.125000
Amp	 1	229659807	229659807	0.000000	0.000000	0.000000	0.000000
Amp	 1	234944385	234944385	0.000000	0.000000	0.000000	0.000000
Amp	 1	234944386	234944386	0.191139	0.455609	1.771671	0.125000
Amp	 1	235401384	235401384	0.191139	0.455609	1.771671	0.125000
Amp	 1	235401385	235401385	0.000000	0.000000	0.000000	0.000000
Amp	 1	241520213	241520213	0.000000	0.000000	0.000000	0.000000
Amp	 1	241520214	241520214	0.000000	0.127520	0.706437	0.125000
Amp	 1	244640590	244640590	0.000000	0.127520	0.706437	0.125000
Amp	 1	244640591	244640591	0.087839	0.351660	0.709774	0.250000
Amp	 1	244705446	244705446	0.087839	0.351660	0.709774	0.250000
Amp	 1	244705447	244705447	0.972116	1.018265	1.770191	0.250000
Amp	 1	244836342	244836342	0.972116	1.018265	1.770191	0.250000
Amp	 1	244836343	244836343	2.113581	1.665242	1.866327	0.375000
Amp	 1	244970782	244970782	2.113581	1.665242	1.866327	0.375000
Amp	 1	244970783	244970783	0.972116	1.018265	1.770191	0.250000
Amp	 1	245017843	245017843	0.972116	1.018265	1.770191	0.250000
Amp	 1	245017844	245017844	0.000000	0.224140	0.713111	0.125000
Amp	 1	245059262	245059262	0.000000	0.224140	0.713111	0.125000
Amp	 1	245059263	245059263	0.000000	0.000000	0.000000	0.000000
Amp	 1	245915424	245915424	0.000000	0.000000	0.000000	0.000000
Amp	 1	245915425	245915425	0.000000	0.196367	1.087217	0.125000
Amp	 1	247255898	247255898	0.000000	0.196367	1.087217	0.125000
Amp	 1	247255899	247255899	0.000000	0.000000	0.462466	0.125000
Amp	 1	248945650	248945650	0.000000	0.000000	0.462466	0.125000
Amp	 2	1	248945651	0.000000	0	0	0
Amp	 2	10500	248956150	0.000000	0	0	0
Amp	 2	10501	248956151	0.000000	0.000000	0.713636	0.125000
Amp	 2	2886695	251832345	0.000000	0.000000	0.713636	0.125000
Amp	 2	2886696	251832346	0.000000	0.178950	0.641793	0.250000
Amp	 2	3671013	252616663	0.000000	0.178950	0.641793	0.250000
Amp	 2	3671014	252616664	0.000000	0.000000	0.713636	0.125000
Amp	 2	9407288	258352938	0.000000	0.000000	0.713636	0.125000
Amp	 2	9407289	258352939	0.000000	0.220597	0.870217	0.250000
Amp	 2	9412176	258357826	0.000000	0.220597	0.870217	0.250000
Amp	 2	9412177	258357827	0.166843	0.436072	1.212990	0.250000
Amp	 2	9587289	258532939	0.166843	0.436072	1.212990	0.250000
Amp	 2	9587290	258532940	0.000000	0.215475	1.399181	0.125000
Amp	 2	10802749	259748399	0.000000	0.215475	1.399181	0.125000
Amp	 2	10802750	259748400	0.000000	0	0	0
Amp	 2	10819154	259764804	0.000000	0	0	0
Amp	 2	10819155	259764805	0.000000	0.000000	0.606712	0.125000
Amp	 2	23684307	272629957	0.000000	0.000000	0.606712	0.125000
Amp	 2	23684308	272629958	0.000000	0.177134	0.949890	0.125000
Amp	 2	26414226	275359876	0.000000	0.177134	0.949890	0.125000
Amp	 2	26414227	275359877	0.000000	0.000000	0.000000	0.000000
Amp	 2	27023985	275969635	0.000000	0.000000	0.000000	0.000000
Amp	 2	27023986	275969636	0.000000	0.202036	1.029116	0.125000
Amp	 2	27033957	275979607	0.000000	0.202036	1.029116	0.125000
Amp	 2	27033958	275979608	0.131565	0.380826	0.799278	0.250000
Amp	 2	27433573	276379223	0.131565	0.380826	0.799278	0.250000
Amp	 2	27433574	276379224	0.000000	0.202036	1.029116	0.125000
Amp	 2	27445634	276391284	0.000000	0.202036	1.029116	0.125000
Amp	 2	27445635	276391285	0.000000	0.000000	0.000000	0.000000
Amp	 2	27581146	276526796	0.000000	0.000000	0.000000	0.000000
Amp	 2	27581147	276526797	0.000000	0.126353	0.402609	0.125000
Amp	 2	27582152	276527802	0.000000	0.126353	0.402609	0.125000
Amp	 2	27582153	276527803	0.087839	0.352050	0.753502	0.250000
Amp	 2	28129164	277074814	0.087839	0.352050	0.753502	0.250000
Amp	 2	28129165	277074815	0.000000	0.000000	0.000000	0.000000
Amp	 2	28752709	277698359	0.000000	0.000000	0.000000	0.000000
Amp	 2	28752710	277698360	0.000000	0.164652	0.524460	0.125000
Amp	 2	28788548	277734198	0.000000	0.164652	0.524460	0.125000
Amp	 2	28788549	277734199	0.376607	0.559474	1.083466	0.250000
Amp	 2	28947288	277892938	0.376607	0.559474	1.083466	0.250000
Amp	 2	28947289	277892939	0.000000	0.000000	0.000000	0.000000
Amp	 2	31534277	280479927	0.000000	0.000000	0.000000	0.000000
Amp	 2	31534278	280479928	0.000000	0.136489	0.443548	0.125000
Amp	 2	31724674	280670324	0.000000	0.136489	0.443548	0.125000
Amp	 2	31724675	280670325	0.517082	0.720581	0.896268	0.375000
