BIN_id	chr	start	end	NumRecordsAll	NumR_FL	NumR_DHL	NumPatientsAll	NumP_FL	NumP_DHL	gene	Enhancer	Histone
CRE_3_62356	chr3	678214952	187068000	16	4	12	5	2	4	ST6GAL1	H3K27ac|chr3:187058816-187074718,SE|chr3:187058786-187077592	Both|chr3:187063323-187065364,Both|chr3:187065470-187067079
CRE_22_7630	chr22	2847070055	22890000	16	8	8	2	1	1	IGLL5	H3K27ac|chr22:22877573-22900242,SE|chr22:22848569-22956505	Both|chr22:22884180-22897526
CRE_22_7367	chr22	2846281055	22101000	16	0	16	1	0	1	IGL	H3K27ac|chr22:22097733-22100814	Only_27ac_20827
CRE_19_3411	chr19	2664641289	10233000	16	3	13	6	2	6	S1PR2	H3K27ac|chr19:10224349-10250535,SE|chr19:10218700-10250666	Both|chr19:10228240-10232300
CRE_14_35591	chr14	2298177311	106773000	16	9	7	2	2	2	IGH	H3K27ac|chr14:106768050-106771077,H3K27ac|chr14:106771178-106777354,SE|chr14:106713709-106792826	Both|chr14:106768247-106771067,Only_27ac_9893
CRE_14_35385	chr14	2297559311	106155000	16	12	4	1	1	1	IGH		Only_4me3_7472
CRE_9_42660	chr9	1664466913	127981000	15	2	13	4	1	4	FAM102A	H3K27ac|chr9:127968774-127981045,SE|chr9:127954938-127992593	Both|chr9:127971629-127980989
CRE_22_7563	chr22	2846869055	22689000	15	7	8	2	1	2		H3K27ac|chr22:22683027-22698159,SE|chr22:22648642-22755867	Only_27ac_20883
CRE_14_35286	chr14	2297262311	105858000	15	0	15	1	0	1	IGH,IGHM	H3K27ac|chr14:105846892-105857642,SE|chr14:105835348-105864431	Both|chr14:105854276-105857286
CRE_2_29610	chr2	337783423	88830000	14	6	8	1	1	1	LOC105374854	H3K27ac|chr2:88828014-88865492,SE|chr2:88827870-88871762	Only_27ac_17603
CRE_22_7728	chr22	2847364055	23184000	14	3	11	3	1	3	BCR	H3K27ac|chr22:23180922-23181218,H3K27ac|chr22:23181355-23187395	Both|chr22:23180922-23181218,Both|chr22:23181355-23186713
CRE_22_7459	chr22	2846557055	22377000	14	4	10	3	1	3	IGL	H3K27ac|chr22:22375152-22377592,SE|chr22:22352120-22405506	Both|chr22:22375858-22376753
CRE_22_7399	chr22	2846377055	22197000	14	6	8	3	1	3	IGL	H3K27ac|chr22:22194073-22202856	Both|chr22:22194967-22198870
CRE_20_15835	chr20	2760530905	47505000	14	2	12	2	1	2	NCOA3	H3K27ac|chr20:47500207-47524907,SE|chr20:47387776-47577766	Both|chr20:47500312-47510280
CRE_12_37687	chr12	2056825674	113061000	14	1	13	4	1	4	DTX1	H3K27ac|chr12:113048852-113093387,SE|chr12:113048478-113137014	Both|chr12:113054917-113066215
CRE_X_48296	chrX	3019886523	144888000	13	7	6	1	1	1			
CRE_6_49660	chr6	1210175325	148980000	13	13	0	1	1	0	UST		
CRE_5_54634	chr5	1043559066	163902000	13	11	2	1	1	1			
CRE_3_62341	chr3	678169952	187023000	13	5	8	5	2	5	ST6GAL1	H3K27ac|chr3:187005551-187035159,SE|chr3:186976411-187045752	Both|chr3:187020330-187023766
CRE_14_35459	chr14	2297781311	106377000	13	0	13	1	0	1	IGH		Only_4me3_7480
CRE_8_42580	chr8	1519087277	127740000	12	0	12	4	0	4	MYC	H3K27ac|chr8:127734183-127744338,SE|chr8:127733490-127749475	Both|chr8:127734183-127742407
CRE_6_49653	chr6	1210154325	148959000	12	12	0	1	1	0	UST		
CRE_22_7598	chr22	2846974055	22794000	12	0	12	1	0	1	LOC107985543		
CRE_22_7469	chr22	2846587055	22407000	12	8	4	2	2	2	LOC101929255	H3K27ac|chr22:22400006-22405490,SE|chr22:22352120-22405506	Both|chr22:22404288-22405314
CRE_18_21053	chr18	2637194004	63159000	12	3	9	3	1	2	BCL2	H3K27ac|chr18:63126078-63164642,SE|chr18:63125791-63175947	Both|chr18:63149980-63162548
CRE_22_7574	chr22	2846902055	22722000	11	0	11	1	0	1	IGL	H3K27ac|chr22:22719921-22721648,SE|chr22:22648642-22755867	Both|chr22:22720254-22721648
CRE_17_19444	chr17	2549109563	58332000	11	2	9	5	2	4		H3K27ac|chr17:58327457-58346471,SE|chr17:58327679-58346429	Both|chr17:58328889-58341118
CRE_11_11093	chr11	1841957052	33279000	11	5	6	1	1	1	HIPK3		
CRE_X_32395	chrX	2972183523	97185000	10	10	0	1	1	0	DIAPH2		
CRE_9_36683	chr9	1646535913	110050000	10	1	9	6	1	5	AKAP2	H3K27ac|chr9:110048709-110052087	Both|chr9:110048709-110052087
CRE_6_10528	chr6	1092779325	31584000	10	1	9	5	1	4	LTB	H3K27ac|chr6:31567246-31587121,SE|chr6:31566935-31587705	Both|chr6:31579825-31583202
CRE_4_47548	chr4	832086511	142644000	10	5	5	1	1	1	INPP4B		
CRE_22_7635	chr22	2847085055	22905000	10	3	7	4	1	3	IGL	H3K27ac|chr22:22900449-22905609,SE|chr22:22848569-22956505	Both|chr22:22901282-22902127,Only_27ac_20909
CRE_22_7466	chr22	2846578055	22398000	10	4	6	2	1	1	IGL	H3K27ac|chr22:22393773-22398900,SE|chr22:22352120-22405506	Both|chr22:22394938-22396279
CRE_22_7457	chr22	2846551055	22371000	10	1	9	3	1	2	IGL	H3K27ac|chr22:22366296-22372827,SE|chr22:22352120-22405506	Both|chr22:22369529-22370458,Only_27ac_20854
CRE_22_7388	chr22	2846344055	22164000	10	5	5	2	1	2		H3K27ac|chr22:22161641-22171235	Both|chr22:22162144-22162798
CRE_16_3752	chr16	2411695218	11256000	10	0	10	3	0	3	LOC105371082,SOCS1	H3K27ac|chr16:11251626-11256144	Both|chr16:11252303-11256144
CRE_X_8890	chrX	2901668523	26670000	9	5	4	1	1	1			
CRE_7_37042	chr7	1343127304	111126000	9	3	6	3	1	3	IMMP2L,LRRN3		
CRE_6_44725	chr6	1195370325	134175000	9	0	9	4	0	4	SGK1	H3K27ac|chr6:134171621-134174870,SE|chr6:134170499-134250914	Both|chr6:134171621-134174870
CRE_4_8621	chr4	715305511	25863000	9	0	9	4	0	4	SEL1L3	H3K27ac|chr4:25858649-25882026,SE|chr4:25842232-25883723	Both|chr4:25858877-25862844
CRE_3_10661	chr3	523129952	31983000	9	0	9	2	0	2	OSBPL10	H3K27ac|chr3:31966236-31983661,SE|chr3:31874913-31986319	Both|chr3:31976695-31983661
CRE_22_7572	chr22	2846896055	22716000	9	0	9	1	0	1	IGL	H3K27ac|chr22:22711493-22713112,H3K27ac|chr22:22713158-22714127,SE|chr22:22648642-22755867	Only_27ac_20885,Only_27ac_20886
CRE_22_7470	chr22	2846590055	22410000	9	5	4	1	1	1	IGL		
CRE_20_19089	chr20	2770292905	57267000	9	0	9	3	0	3	BMP7	H3K27ac|chr20:57254232-57266688	Both|chr20:57257476-57266688
CRE_16_9105	chr16	2427754218	27315000	9	5	4	2	1	1	IL4R	H3K27ac|chr16:27313925-27320235	Both|chr16:27313925-27320158,Only_4me3_8766
CRE_14_35248	chr14	2297148311	105744000	9	2	7	2	1	1	IGH,IGHG1	H3K27ac|chr14:105741093-105743749,SE|chr14:105661424-105776977	Both|chr14:105741933-105743382
CRE_14_34415	chr14	2294649311	103245000	9	6	3	1	1	1			
CRE_11_42841	chr11	1937201052	128523000	9	2	7	3	2	2	ETS1	H3K27ac|chr11:128511748-128522372,H3K27ac|chr11:128522547-128523906	Both|chr11:128511748-128522372,Both|chr11:128522547-128523572
CRE_10_41541	chr10	1799503630	124623000	9	0	9	1	0	1	FAM53B	H3K27ac|chr10:124610851-124631586,SE|chr10:124595276-124645788	Only_27ac_4404
CRE_X_11043	chrX	2908127523	33129000	8	0	8	2	0	2	DMD	H3K27ac|chrX:33125103-33144330,SE|chrX:33104526-33190308	Both|chrX:33125600-33129421
CRE_7_49676	chr7	1381029304	149028000	8	4	4	1	1	1	PDIA4	H3K27ac|chr7:149025220-149029519	Both|chr7:149025255-149029519
CRE_7_18461	chr7	1287384304	55383000	8	4	4	1	1	1	LANCL2		
CRE_6_49669	chr6	1210202325	149007000	8	8	0	1	1	0	UST		
CRE_6_49663	chr6	1210184325	148989000	8	8	0	1	1	0	UST		
CRE_6_49655	chr6	1210160325	148965000	8	8	0	1	1	0	UST		
CRE_6_19169	chr6	1118702325	57507000	8	4	4	1	1	1	PRIM2		
CRE_4_13398	chr4	729636511	40194000	8	1	7	4	1	3	RHOH	H3K27ac|chr4:40176037-40218892,SE|chr4:40149801-40318028	Both|chr4:40189312-40207868
CRE_22_7632	chr22	2847076055	22896000	8	6	2	1	1	1	IGLL5	H3K27ac|chr22:22877573-22900242,SE|chr22:22848569-22956505	Both|chr22:22884180-22897526
CRE_1_73385	chr1	220152001	220155000	8	4	4	1	1	1	RAB3GAP2		
CRE_18_21054	chr18	2637197004	63162000	8	0	8	2	0	2	BCL2	H3K27ac|chr18:63126078-63164642,SE|chr18:63125791-63175947	Both|chr18:63149980-63162548
CRE_14_35198	chr14	2296998311	105594000	8	0	8	1	0	1	IGH	H3K27ac|chr14:105590798-105593576,SE|chr14:105557350-105645336	Both|chr14:105590802-105593576
CRE_14_22931	chr14	2260197311	68793000	8	1	7	5	1	5	ZFP36L1	H3K27ac|chr14:68789080-68798178,SE|chr14:68786649-68823664	Both|chr14:68789122-68796796
CRE_13_13556	chr13	2117707983	40668000	8	3	5	4	1	3	FOXO1	H3K27ac|chr13:40643415-40666632,SE|chr13:40561784-40707960	Both|chr13:40662193-40666632
CRE_12_40676	chr12	2065792674	122028000	8	5	3	4	3	2	BCL7A	H3K27ac|chr12:122017939-122033248,SE|chr12:121968384-122083322	Both|chr12:122022414-122025398,Both|chr12:122027113-122027662,Only_27ac_7639
CRE_11_30138	chr11	1899092052	90414000	8	4	4	1	1	1	DISC1FP1		
CRE_11_30122	chr11	1899044052	90366000	8	4	4	1	1	1	DISC1FP1		
CRE_X_49967	chrX	3024899523	149901000	7	4	3	1	1	1			
CRE_X_4326	chrX	2887976523	12978000	7	3	4	4	2	2	TMSB4X	H3K27ac|chrX:12969867-12981232,SE|chrX:12946575-12982202	Both|chrX:12970406-12978347
CRE_9_28354	chr9	1621548913	85063000	7	4	3	1	1	1			
CRE_7_24013	chr7	1304040304	72039000	7	4	3	1	1	1	CALN1		
CRE_6_49659	chr6	1210172325	148977000	7	7	0	1	1	0	UST		
CRE_6_49654	chr6	1210157325	148962000	7	7	0	1	1	0	UST		
CRE_3_28393	chr3	576325952	85179000	7	4	3	1	1	1	CADM2		
CRE_22_7566	chr22	2846878055	22698000	7	5	2	1	1	1	LOC107983973	H3K27ac|chr22:22683027-22698159,SE|chr22:22648642-22755867	Only_27ac_20884
CRE_1_59307	chr1	177918001	177921000	7	4	3	1	1	1			
CRE_19_3415	chr19	2664653289	10245000	7	1	6	2	1	2		H3K27ac|chr19:10224349-10250535,SE|chr19:10218700-10250666	Both|chr19:10241618-10242950
CRE_18_21055	chr18	2637200004	63165000	7	2	5	3	1	2	BCL2	H3K27ac|chr18:63126078-63164642,SE|chr18:63125791-63175947	Only_27ac_14736
CRE_18_21052	chr18	2637191004	63156000	7	2	5	4	2	3	BCL2	H3K27ac|chr18:63126078-63164642,SE|chr18:63125791-63175947	Both|chr18:63149980-63162548
CRE_17_2559	chr17	2498454563	7677000	7	2	5	3	2	3	TP53		
CRE_16_28633	chr16	2486338218	85899000	7	3	4	2	1	1		SE|chr16:85898770-85950393	Only_4me3_9330
CRE_14_35575	chr14	2298129311	106725000	7	0	7	1	0	1	IGH	H3K27ac|chr14:106724101-106724502,SE|chr14:106713709-106792826	Only_27ac_9887
CRE_14_35259	chr14	2297181311	105777000	7	0	7	1	0	1	IGH	H3K27ac|chr14:105773217-105777410,SE|chr14:105661424-105776977	Both|chr14:105774850-105776202
CRE_14_35197	chr14	2296995311	105591000	7	0	7	3	0	3	IGH	H3K27ac|chr14:105587290-105590464,SE|chr14:105557350-105645336	Both|chr14:105588013-105590464
CRE_14_34413	chr14	2294643311	103239000	7	4	3	1	1	1			
CRE_X_8895	chrX	2901683523	26685000	6	3	3	1	1	1			
CRE_X_42613	chrX	3002837523	127839000	6	3	3	1	1	1			
CRE_X_31005	chrX	2968013523	93015000	6	3	3	1	1	1			
CRE_X_30998	chrX	2967992523	92994000	6	3	3	1	1	1			
CRE_X_30994	chrX	2967980523	92982000	6	4	2	1	1	1			
CRE_X_30793	chrX	2967377523	92379000	6	3	3	1	1	1	PCDH11X		
CRE_X_30258	chrX	2965772523	90774000	6	0	6	1	0	1			
CRE_X_27717	chrX	2958149523	83151000	6	3	3	1	1	1			
CRE_9_39537	chr9	1655097913	118612000	6	3	3	1	1	1			
CRE_9_2138	chr9	1542900913	6415000	6	0	6	2	0	2	UHRF2	H3K27ac|chr9:6413099-6415288	Both|chr9:6413099-6415288
CRE_9_12457	chr9	1573857913	37372000	6	1	5	4	1	3		H3K27ac|chr9:37361912-37426615,SE|chr9:37179605-37433662	Both|chr9:37368743-37371004,Both|chr9:37371335-37372120
CRE_8_46772	chr8	1531663277	140316000	6	5	1	1	1	1	TRAPPC9		
CRE_8_42579	chr8	1519084277	127737000	6	0	6	2	0	2	MYC	H3K27ac|chr8:127734183-127744338,SE|chr8:127733490-127749475	Both|chr8:127734183-127742407
CRE_8_32835	chr8	1489852277	98505000	6	5	1	2	2	1	STK3		
CRE_8_2140	chr8	1397767277	6420000	6	1	5	2	1	2	MCPH1	H3K27ac|chr8:6414140-6418922	Both|chr8:6417196-6418539
CRE_8_1145	chr8	1394782277	3435000	6	4	2	1	1	1	CSMD1		
CRE_7_47600	chr7	1374801304	142800000	6	3	3	1	1	1	TRB	H3K27ac|chr7:142795345-142799971	Only_27ac_31497
CRE_7_43199	chr7	1361598304	129597000	6	2	4	1	1	1			
CRE_7_37074	chr7	1343223304	111222000	6	3	3	3	2	2	IMMP2L		
CRE_7_37048	chr7	1343145304	111144000	6	2	4	2	1	2	IMMP2L		
CRE_7_37039	chr7	1343118304	111117000	6	1	5	3	1	3	IMMP2L		
CRE_7_37034	chr7	1343103304	111102000	6	0	6	2	0	2	IMMP2L,LRRN3	SE|chr7:111079442-111105948	
CRE_7_37014	chr7	1343043304	111042000	6	2	4	2	1	2	IMMP2L	H3K27ac|chr7:111040949-111041950	Only_27ac_31204
CRE_6_51015	chr6	1214240325	153045000	6	3	3	1	1	1	RGS17		
CRE_6_49672	chr6	1210211325	149016000	6	6	0	1	1	0	UST		
CRE_6_49670	chr6	1210205325	149010000	6	6	0	1	1	0	UST		
CRE_6_49652	chr6	1210151325	148956000	6	6	0	1	1	0	UST		
CRE_6_42938	chr6	1190009325	128814000	6	4	2	1	1	1			
CRE_5_9247	chr5	907398066	27741000	6	0	6	1	0	1			
CRE_5_8232	chr5	904353066	24696000	6	3	3	1	1	1			
CRE_5_54606	chr5	1043475066	163818000	6	4	2	2	2	1			
CRE_4_62862	chr4	878028511	188586000	6	5	1	1	1	1	LINC01060		
CRE_4_56974	chr4	860364511	170922000	6	4	2	1	1	1			
CRE_4_47544	chr4	832074511	142632000	6	4	2	1	1	1	INPP4B		
CRE_4_44335	chr4	822447511	133005000	6	3	3	1	1	1			
CRE_4_44049	chr4	821589511	132147000	6	3	3	1	1	1			
CRE_4_28084	chr4	773694511	84252000	6	3	3	2	1	2	LOC101928978		
CRE_4_11564	chr4	724134511	34692000	6	3	3	1	1	1			
CRE_3_62781	chr3	679489952	188343000	6	6	0	1	1	0	LPP		
CRE_3_62634	chr3	679048952	187902000	6	3	3	1	1	1		H3K27ac|chr3:187896154-187907190,SE|chr3:187889317-188007563	Both|chr3:187900097-187902881
CRE_3_62583	chr3	678895952	187749000	6	1	5	3	1	3		H3K27ac|chr3:187731270-187751435,SE|chr3:187719794-187751605	Both|chr3:187734556-187748073
CRE_3_47952	chr3	635002952	143856000	6	6	0	1	1	0			
CRE_3_3868	chr3	502750952	11604000	6	3	3	1	1	1	VGLL4	H3K27ac|chr3:11598215-11605053	Both|chr3:11600727-11601923
CRE_2_29621	chr2	337816423	88863000	6	0	6	1	0	1	IGK	H3K27ac|chr2:88828014-88865492,SE|chr2:88827870-88871762	Both|chr2:88854481-88863031
CRE_2_27798	chr2	332347423	83394000	6	4	2	1	1	1			
CRE_2_1532	chr2	253549423	4596000	6	6	0	1	1	0			
CRE_22_7604	chr22	2846992055	22812000	6	5	1	1	1	1	LOC107985543	H3K27ac|chr22:22809430-22813186	Only_27ac_20892
CRE_22_7460	chr22	2846560055	22380000	6	1	5	3	1	2	IGL	H3K27ac|chr22:22375152-22377592,H3K27ac|chr22:22377947-22380555,SE|chr22:22352120-22405506	Both|chr22:22379510-22380543,Only_27ac_20857,Only_27ac_20858
CRE_20_4856	chr20	2727593905	14568000	6	3	3	1	1	1	MACROD2		
CRE_1_74995	chr1	224982001	224985000	6	3	3	1	1	1	DNAH14		
CRE_1_62633	chr1	187896001	187899000	6	3	3	1	1	1			
CRE_19_16276	chr19	2703236289	48828000	6	3	3	1	1	1	HSD17B14		
CRE_17_10662	chr17	2522763563	31986000	6	3	3	1	1	1	SUZ12		
CRE_16_3626	chr16	2411317218	10878000	6	1	5	2	1	2	LOC105371080	H3K27ac|chr16:10876039-10882531,SE|chr16:10867831-10897678	Both|chr16:10876428-10880940
CRE_12_40665	chr12	2065759674	121995000	6	0	6	3	0	3	WDR66	H3K27ac|chr12:121988948-121993142,SE|chr12:121968384-122083322	Both|chr12:121991338-121993107
CRE_12_26206	chr12	2022382674	78618000	6	0	6	1	0	1			
CRE_11_9194	chr11	1836260052	27582000	6	3	3	1	1	1			
CRE_11_4774	chr11	1823000052	14322000	6	3	3	1	1	1	RRAS2	H3K27ac|chr11:14307896-14339998,SE|chr11:14296009-14359508	Both|chr11:14319547-14320915
CRE_11_34106	chr11	1910996052	102318000	6	0	6	4	0	4	BIRC3	H3K27ac|chr11:102312429-102325652	Both|chr11:102316199-102321336
CRE_11_32470	chr11	1906088052	97410000	6	6	0	1	1	0			
CRE_11_30565	chr11	1900373052	91695000	6	3	3	1	1	1			
CRE_11_30153	chr11	1899137052	90459000	6	4	2	2	2	1	DISC1FP1		
CRE_11_30123	chr11	1899047052	90369000	6	3	3	1	1	1	DISC1FP1		
CRE_11_28583	chr11	1894427052	85749000	6	5	1	2	1	1	SYTL2		
CRE_10_41516	chr10	1799428630	124548000	6	1	5	4	1	4	LHPP	H3K27ac|chr10:124530337-124552584,SE|chr10:124528473-124570931	Both|chr10:124545079-124549034
CRE_X_49966	chrX	3024896523	149898000	5	3	2	1	1	1			
CRE_X_48294	chrX	3019880523	144882000	5	2	3	1	1	1			
CRE_X_44732	chrX	3009194523	134196000	5	3	2	1	1	1			
CRE_X_42709	chrX	3003125523	128127000	5	3	2	1	1	1			
CRE_X_34988	chrX	2979962523	104964000	5	3	2	1	1	1	IL1RAPL2		
CRE_X_32629	chrX	2972885523	97887000	5	5	0	1	1	0			
CRE_X_32386	chrX	2972156523	97158000	5	2	3	3	1	3	DIAPH2		
CRE_X_30995	chrX	2967983523	92985000	5	3	2	2	2	1			
CRE_9_4069	chr9	1548693913	12208000	5	3	2	1	1	1			
CRE_9_27892	chr9	1620162913	83677000	5	5	0	1	1	0	UBQLN1		
CRE_9_12446	chr9	1573824913	37339000	5	1	4	2	1	2	ZCCHC7	H3K27ac|chr9:37321313-37343736,SE|chr9:37179605-37433662	Both|chr9:37336054-37337295
CRE_8_9643	chr8	1420276277	28929000	5	0	5	1	0	1	HMBOX1		
CRE_8_3832	chr8	1402843277	11496000	5	0	5	3	0	3	BLK	H3K27ac|chr8:11489963-11510145,SE|chr8:11482166-11509740	Both|chr8:11492032-11500378
CRE_8_27062	chr8	1472533277	81186000	5	5	0	2	2	0			
CRE_7_37087	chr7	1343262304	111261000	5	3	2	1	1	1	IMMP2L		
CRE_7_37012	chr7	1343037304	111036000	5	4	1	2	1	1	IMMP2L		
CRE_6_7426	chr6	1083473325	22278000	5	3	2	1	1	1			
CRE_6_49664	chr6	1210187325	148992000	5	5	0	1	1	0	UST		
CRE_6_46707	chr6	1201316325	140121000	5	3	2	4	3	1			
CRE_6_30128	chr6	1151579325	90384000	5	0	5	2	0	2		H3K27ac|chr6:90380706-90390527,SE|chr6:90370200-90426045	Both|chr6:90383458-90387268
CRE_5_54636	chr5	1043565066	163908000	5	4	1	1	1	1		H3K27ac|chr5:163906550-163910473	Only_27ac_27208
CRE_4_8622	chr4	715308511	25866000	5	4	1	3	2	1	LOC102723733	H3K27ac|chr4:25858649-25882026,SE|chr4:25842232-25883723	Both|chr4:25862978-25865932
CRE_4_45140	chr4	824862511	135420000	5	4	1	2	2	1			
CRE_4_30833	chr4	781941511	92499000	5	4	1	2	1	1	GRID2		
CRE_4_19904	chr4	749154511	59712000	5	0	5	1	0	1			
CRE_3_62776	chr3	679474952	188328000	5	4	1	1	1	1	LPP		
CRE_3_62333	chr3	678145952	186999000	5	3	2	2	1	1	ST6GAL1	H3K27ac|chr3:186985163-187005217,SE|chr3:186976411-187045752	Both|chr3:186996131-186999849
CRE_3_5460	chr3	507526952	16380000	5	1	4	2	1	2	RFTN1	H3K27ac|chr3:16370409-16384144,SE|chr3:16359087-16517371	Both|chr3:16377530-16378326
CRE_3_41754	chr3	616408952	125262000	5	3	2	1	1	1	ZNF148		
CRE_3_25337	chr3	567157952	76011000	5	2	3	2	1	2	ROBO2		
CRE_3_20212	chr3	551782952	60636000	5	0	5	2	0	2	FHIT		
CRE_3_17251	chr3	542899952	51753000	5	3	2	2	1	2			
CRE_2_50911	chr2	401686423	152733000	5	3	2	1	1	1	ARL6IP6	H3K27ac|chr2:152729760-152731499	Only_27ac_18362
CRE_2_49571	chr2	397666423	148713000	5	3	2	1	1	1	EPC2		
CRE_2_4012	chr2	260989423	12036000	5	0	5	3	0	3	MIR3681HG	H3K27ac|chr2:12029413-12052566,SE|chr2:11996235-12131532	Both|chr2:12032751-12034385,Only_27ac_16557
CRE_2_15899	chr2	296650423	47697000	5	1	4	3	1	2	LOC440864	H3K27ac|chr2:47688231-47704732,SE|chr2:47688002-47788032	Both|chr2:47694833-47701709
