geneName	AnovaP_genetic	FDR_genetic	Rank_genetic	AnovaP_OPP	FDR_OPP	Rank_OPP	Rank_OPP_GSEA	Rank_genetic_GSEA
LRPPRC	0.376389570070681	0.518467390464537	-0.285278553810467	0.832615665301055	0.88221467422687	-0.0544257227050227	-0.0795554223108748	-0.424362419579288
SPTBN1	4.73818627807425e-06	0.000138779760596249	3.85767386603019	2.37187875754379e-09	6.26369614747279e-08	-7.20316931810793	-8.6249075144121	5.32438786933097
SPTAN1	1.98803607037305e-07	1.50958498628234e-05	4.82114243213774	0.805935802125025	0.861537226376873	-0.0647259522719417	-0.0936995511145895	6.70157574014904
ACTN4	9.52492270539192e-12	1.699591471098e-08	7.76965545695671	2.13602978106453e-12	2.45690892150889e-10	9.60961094267306	11.6703926965584	11.0211385399314
FLNA	0.00339817707219219	0.0164536618574993	1.783737432211	0.0443859428333811	0.0866295777170364	1.06233380259982	1.35275455052772	2.46875399466287
DHX9	9.98885491324544e-05	0.00122808344491588	-2.9107721230684	0.0770814768900074	0.136261517890259	-0.865626777530102	-1.11304997280439	-4.00048429489337
SF3B1	3.91440858638237e-07	2.38364456977825e-05	4.62275850266167	0.998369825313095	0.999335180007848	0.000288823672568001	0.000708553561142159	6.40733384460802
MKI67	0.088990917410908	0.182712014485863	-0.738232894063135	0.0198936438452286	0.0442498927988411	-1.35408777710013	-1.70128566147404	-1.05065431604733
VCP	0.304137625804556	0.445448882615841	0.351202126131257	0.0744992572996816	0.132420383167291	0.87804515979257	1.12784805681221	0.516929848621155
VCL	0.001046477014231	0.00690888396130061	2.16059210148169	0.45296741687405	0.562244448378917	-0.250074824109859	-0.343933036796745	2.9802703064579
ACTB	0.00239122288914569	0.0125782212136363	1.90038077158738	6.60392806242207e-10	2.19114946481389e-08	-7.65932799691216	-9.18019766621834	2.62137994081668
HSP90AA1	0.00854910364557076	0.0321412657423369	-1.49293702445854	1.89765021306191e-07	2.2949153043945e-06	-5.63923333780116	-6.72178383644864	-2.06807941769164
EEF2	0.674360298535132	0.774803308594416	-0.110808533408232	0.671235389137115	0.753272184775625	-0.123048068969232	-0.173125154530656	-0.171108005753794
TPR	0.000331050597680811	0.0030114549975323	2.52122362243842	0.00431897554136363	0.0122897291930171	-1.91045768678597	-2.36461925538313	3.48010562370399
RNF213	0.353099366152505	0.495564620174991	0.304899706757727	0.00018903903205945	0.000859811977099924	3.06559650949561	3.72344851509721	0.45210306203678
HSP90AB1	0.288326254714092	0.428720682102884	-0.367825564992988	1.40860861235589e-06	1.24631763718873e-05	-4.90437125904277	-5.85120966062124	-0.540115809369343
PARP1	0.000277794931107093	0.00264800472082931	-2.57708124497694	0.997495991722144	0.998846827849452	-0.000501105287561473	-0.00108884078051453	-3.55627568304874
HSPD1	0.000252368640988265	0.00246000016149766	2.60906486438543	5.54370442968817e-07	5.50752670404337e-06	-5.2590433884322	-6.25619993279332	3.5979646109646
LCP1	0.000514806281518649	0.00417893281110621	2.37893461138817	0.922340552953504	0.947981473806064	0.0232001499007687	0.0351086961255877	3.28835616259857
AARS1	0.00513440627299457	0.0219834081691105	-1.65790497641227	0.158271468703785	0.243740887239152	-0.613071612329865	-0.800597367521031	-2.28950976964611
CHD4	0.0254373214160224	0.0732277951331101	-1.13532404214253	0.000775409571239191	0.00285863243642027	-2.54384168273109	-3.11046884259795	-1.59452862240597
PTPRC	0.173129811872704	0.295359230801951	0.529649451677013	0.309102650119309	0.414593240999622	-0.382377782368773	-0.50989727145802	0.761628142886945
NUMA1	1.3760331162938e-09	5.47872877687441e-07	6.26132019867505	1.08269343431118e-06	9.86623453520187e-06	5.00584856491956	5.96549449686918	8.86137111402885
VPS13C	0.0125716230539612	0.042922639134105	1.36731358292832	0.64792894427702	0.733846874305876	0.134394551230638	0.188472618821432	1.90060864929293
ATP5F1B	0.0216262689976446	0.0652176146253167	1.18563508982947	0.000763952482258227	0.00282498283980655	-2.54898418593302	-3.11693365364268	1.66501839935425
HSPH1	0.0603160780853925	0.137704433903865	-0.861052075799865	0.698710250333383	0.776244742589738	-0.110001328228565	-0.155702885440988	-1.21956690522261
ACLY	0.79161353586841	0.865715618739304	-0.0626247471227647	0.572065247462786	0.669300082525819	0.174379121447261	0.242554434498926	-0.101486788363192
PLCG2	0.219994276193426	0.354400987730213	-0.450505076386615	0.715669445835213	0.789662129960149	0.102558689065196	0.145287523778681	-0.65758861849574
SF3B3	0.00467374753986727	0.0206410556880145	1.68526809445982	0.0131094533483269	0.0315162705670877	-1.50146517975994	-1.8824154175971	2.33033475043839
EFTUD2	0.130899945822252	0.241262911586798	-0.617509435369244	0.984532186010917	0.989694813515733	-0.00449870564425885	-0.00677008147766813	-0.883060533197921
CKAP5	3.80746487188284e-06	0.000118008611837518	3.92808629831217	9.4442097164516e-06	6.48318693532539e-05	4.18821145582887	5.02483437761973	5.41936409482523
PKM	6.98729661224853e-05	0.000941829355859333	3.02602777716678	1.34847455728132e-05	8.83506874492164e-05	-4.05379006693549	-4.87015724330569	4.1556908204599
PFAS	0.00428922557696036	0.0193895472369841	-1.71243233196179	0.875910976631013	0.912767307236184	-0.0396399235210337	-0.0575400311864543	-2.36762111294652
HSPA4	0.457012011466307	0.594761922582033	-0.225656843347546	0.581985194537957	0.678152941676827	-0.168672350032944	-0.235088063481132	-0.340072385389703
GART	9.71694737437024e-06	0.000226553691935767	-3.64482885613204	0.716791462003236	0.790731587239716	0.101970912157469	0.144607176374621	-5.01247014934204
CCT3	0.230078899123568	0.365527434580597	0.437080021606727	0.554920113047779	0.654871524198655	-0.183843893602749	-0.255769533921889	0.63812320929488
IARS1	0.00214086473993874	0.0115790134732737	-1.93632844072642	0.0063494586600179	0.0170372203339827	-1.76860126004384	-2.1972633000606	-2.66941077061022
HNRNPM	5.29923097635693e-05	0.000770472458809647	-3.11324288089205	0.745465863067022	0.814575032304765	0.0890689056893105	0.127572239294912	-4.27578715057982
CAND1	3.53539875785483e-07	2.28548362347822e-05	4.6410218862795	0.715206790551682	0.789488237981554	-0.102654335849175	-0.145568370770969	6.45156159500168
XPO1	1.43284943863331e-05	0.000302789347621447	3.51885940774066	0.00118886334294565	0.00410510784728932	2.38667542883263	2.924868063645	4.84379944212607
HSPA8	0.837880179719799	0.893646777298512	-0.0488341064648257	2.6621388313504e-07	3.0552617718558e-06	-5.51495157389864	-6.57476929968133	-0.0768180828101841
MTHFD1	5.32040614203414e-06	0.00014885633616848	-3.82723267459172	0.0206099344218917	0.0456469921128418	-1.34058783481826	-1.68592339008667	-5.27405521384935
DOCK2	0.00540641371266585	0.0227694038867034	-1.64264833926207	0.0979223259307339	0.165136224790894	-0.782157648111328	-1.00911827936022	-2.26709072403626
COPA	0.140948681706685	0.254464728466621	-0.594372407016421	0.027703473095123	0.0581716741340189	1.23528843737571	1.5574657814231	-0.85093898173058
INPP5D	0.0663727376188945	0.147254732068323	-0.831930740152816	0.00302160567093287	0.00908334924060194	2.04175398754558	2.51976221309828	-1.17801026901971
CCT2	0.147099323133128	0.262456427623947	0.580942786784469	4.54554299160252e-05	0.000252986349726179	3.59690291122943	4.34241423033614	0.832389325642449
TUBB	0.450808585080249	0.589466214449681	-0.229541081660589	2.96927141520056e-08	5.08905590896625e-07	-6.29336277789028	-7.52735010259378	-0.346007821957171
UGGT1	0.167239655790238	0.288409712736436	0.53999011802747	0.940623177563934	0.960668028230253	-0.0174266627117128	-0.0265843241609531	0.776660734978081
CCT8	0.0522729156663907	0.123432760715893	0.908569557402906	0.0024303458542234	0.00761930353813464	2.11808472464053	2.61433191903838	1.28172327525122
ATIC	0.433773324104134	0.57441747978793	0.240772352783971	0.568590552491863	0.666596760973473	-0.176136800928662	-0.245200360675718	0.362737159446298
GANAB	0.410250763981161	0.551834187725179	0.258191397223161	0.512069239467863	0.616245148450513	0.210246486797009	0.290671311903562	0.38695060151803
GAPDH	0.00779135598680148	0.0299169574092615	1.52408257683562	1.90164498504295e-08	3.5662733487617e-07	-6.44778537195452	-7.72087055754994	2.10838695229697
TOP2B	2.26952449811417e-08	4.05070993180654e-06	-5.39246885519365	9.51366563657865e-08	1.28907678887254e-06	-5.88972121143611	-7.02165211618505	-7.64406512495533
LARS1	0.000221347370968399	0.00225087228316784	-2.64764914662056	0.377618781828972	0.486328642634177	-0.313070151629331	-0.42294641309794	-3.65492563194444
TOP2A	6.71527519600177e-09	1.82938233760554e-06	-5.73769551827464	0.0172333455744854	0.0391720362729063	1.4070238520135	1.76363040313851	-8.17293618498245
ATP1A1	0.227639421066168	0.362700477456836	0.440451872716415	0.632601327620397	0.720427826570555	-0.14240952087659	-0.198869900979247	0.642752527562432
IPO5	0.00465766265100906	0.0206051810954042	1.68602356418287	0.592761023532959	0.686690030843016	0.163239257515209	0.227120360732281	2.33183197009735
TCP1	0.00328307856336474	0.0160920593219468	1.79338837510981	0.0195632821881088	0.0435938581109129	-1.36057469367712	-1.70855828060145	2.48371872457266
HYOU1	0.923782964532911	0.950785568586667	0.0219174187936068	0.00125349679682341	0.00429391093339377	-2.36714696817568	-2.9018767714973	0.0344300508333236
MSN	0.0186804367291093	0.0581768595125571	1.23524972642308	0.00390527016324169	0.0112611021531694	1.9484191018812	2.40834891662751	1.72861297463563
MACF1	0.0872949070341782	0.179943623579811	0.744863538247895	2.85448706940457e-05	0.000168662386657969	3.77298175847914	4.5444719199717	1.05901109319562
TPP2	0.000654092119662342	0.00487133929693854	2.31235162003688	0.0148465877364339	0.0346621281568704	1.46014477634767	1.82837335089383	3.18436108310741
EIF4A1	0.00836577610833274	0.031560683044264	-1.50085360625017	0.889250605818652	0.924249224039627	0.0342109053698945	0.0509758302708209	-2.07749376254008
PDIA4	0.586759071817861	0.705473857312253	-0.151519075226987	0.0215429608005774	0.0473890204435992	1.32432226830706	1.66669460879169	-0.231540187097957
ANXA6	0.0641787324910186	0.143370357951451	-0.84354063045916	0.020310071862617	0.0450599794088752	1.34620901107233	1.69228853993922	-1.19260886432983
NUP205	0.00100203316604152	0.00669530251508114	-2.17422979540144	2.57031288516104e-05	0.000153625167362512	-3.81353763097562	-4.59001400661892	-2.99911790362801
MCM4	0.00113285009676375	0.00731126197113365	-2.13600765453366	0.120292530925744	0.194633991894858	-0.710781309991655	-0.919761337568192	-2.94582755391014
HSPA9	5.66888677678514e-05	0.000808323910651237	-3.09241457434966	0.301772638532449	0.406235416656425	-0.391222216362171	-0.520320139885365	-4.24650221697419
HSPA1B	0.460248302459012	0.597013542291354	-0.224015817487545	0.000360914509227579	0.00150774293766098	-2.82167269710808	-3.44259565839266	-0.3370078046361
CSE1L	0.031929315213618	0.0873961584059688	-1.0585076568365	0.0684559374806569	0.123416207732456	0.908627802486303	1.16458887765044	-1.4958103956521
TKT	0.0162191126214786	0.0521153245843051	1.28303455301923	0.0210494894218297	0.0464614743059236	-1.33290701337417	-1.67675843398371	1.78997291055258
KPNB1	0.260239215076508	0.39781399209569	0.40031994573878	5.96051727406881e-05	0.000320037732474898	3.49479881530639	4.22471604906421	0.584627259626508
HSPA5	0.0340013244662919	0.0916141881507166	-1.03803726259413	1.89378989860901e-06	1.60410276293974e-05	-4.79476781314156	-5.72266820428526	-1.46850416539308
UPF1	0.010601779964845	0.0375597625585475	-1.42527716187554	0.183559467069718	0.274279388439047	0.561806827552307	0.736223211867642	-1.97462121360188
GARS1	0.00267142369900996	0.0136667519884678	-1.86433468668248	5.07608044790639e-05	0.000278029549189031	-3.55590904448565	-4.29447150363703	-2.57325722558819
EEF1A1	1.31315315473968e-07	1.15201368286993e-05	-4.93854236261453	0.0255883818721523	0.0544147348275515	-1.26428348287902	-1.59195717664562	-6.88168461863303
NASP	0.67159203597577	0.772480084046797	0.11211270866698	0.000445899750652088	0.00179469448629487	-2.74600947143611	-3.35076277050855	0.17289446255228
FLNB	0.199758947597852	0.328760671785845	-0.483120140791216	0.0638500327028971	0.116697658640606	0.932937857319374	1.19483887596229	-0.699493758670573
WDFY4	0.179124149888984	0.302944866540529	-0.518636402309259	0.239104536681484	0.339602404550889	0.469029243400154	0.621412183662381	-0.74684585772174
PSMD2	2.64633433761604e-05	0.000470701942663252	-3.32725400928594	0.97685122618792	0.983692985748769	0.00714042534927155	0.0101715740146398	-4.57735528796068
ILF3	7.63331220425406e-08	8.58913564548239e-06	5.06605053853021	0.00191314284081389	0.00622011767842506	2.20620139881285	2.71825260307184	7.11728697450928
NUP210	0.743877855868855	0.828558593065891	0.0816767742145667	0.00649847726715492	0.0173919950024787	1.75965059805057	2.18718839596423	0.128498369396342
CCT4	0.11965568004586	0.226614635900978	0.644712044667822	8.15041075092093e-08	1.1415807856444e-06	5.94249334959806	7.08882050385348	0.922066680635805
ACACA	0.0438615707041656	0.109356871277635	-0.961153923516092	0.0154675956676221	0.0358532356361898	-1.44547164458384	-1.81057718917304	-1.35791582008354
DOCK8	0.130932673618106	0.241262911586798	0.617509435369244	4.91937911008011e-06	3.663698744428e-05	4.43608024434137	5.3080897074119	0.88295196382831
VARS1	0.0181258357042376	0.056894678960057	-1.24492834883067	0.137669975457682	0.217805373572818	0.661931409776595	0.861160765007005	-1.74170196084679
CNOT1	0.494849085193855	0.630227630764895	-0.200502560181905	0.328104529314101	0.434632829110052	0.361877473222876	0.483987774360847	-0.305527228259696
COPB1	0.97806601535845	0.985683351926662	-0.00626257856519157	0.669642703126974	0.752022267603649	-0.12376929962882	-0.174156859164944	-0.00963183116503866
CCT5	0.131948744101809	0.242272685161747	0.615695547283157	0.0195650178500098	0.0435938581109129	1.36057469367712	1.70851975153753	0.879594739072199
EIF3A	0.00266883522384368	0.0136667519884678	-1.86433468668248	0.000117956683907811	0.000571670220886543	-3.24285443021268	-3.92827744518079	-2.57367823909542
TRIM28	0.684532788847255	0.782495961809494	-0.106517895019059	0.478434259179989	0.584623042393945	-0.233124071312956	-0.320177729437482	-0.164605744499487
MCM2	0.00231951888022483	0.0123136715118397	-1.90961243613501	0.810794849551885	0.864758735067083	0.0631050424130246	0.091089018758383	-2.63460208809711
SORL1	0.947822097547799	0.965290425606681	0.0153420014104399	0.566915737848999	0.665085190187311	-0.177122722728981	-0.246481486621472	0.0232731703663062
ACO2	0.460683828278242	0.597190093766146	0.223887404996546	0.528062506129411	0.630071814597932	-0.200609947520837	-0.277314667503307	0.336597032836951
TUBB3	0.958489534837556	0.971059274284437	-0.0127542595781313	0.803907371536448	0.86039202993372	-0.0653036212643957	-0.0947939889979322	-0.0184126245565118
DIAPH1	0.0451468994190099	0.111558983880038	0.952495450100701	0.0890455345825556	0.152716927435158	-0.816112822247834	-1.05038785446891	1.34537207063183
EZR	7.93251886813729e-05	0.00103162607189645	2.98647769063484	1.11669716883083e-09	3.43314527919215e-08	7.46430781829971	8.95206458492998	4.10058888622179
MCM6	0.00215753497912959	0.0116327094291404	-1.93431911991644	0.911157646047927	0.939846946182557	-0.026942865379452	-0.0404064760615042	-2.66604215453752
PFKP	0.257007835254966	0.394856798836362	0.403560379692973	0.0464980208134175	0.0899714974692519	1.04589505114223	1.33256553244563	0.590053636372497
MARS1	0.0132529167731744	0.0446092880319544	-1.35057470808008	0.137727393296722	0.217805373572818	-0.661931409776595	-0.860979672129235	-1.87768852934309
PGK1	1.57720681797207e-06	6.74679544613505e-05	4.1709024568762	1.4080228091795e-05	9.12130921190623e-05	-4.03994282146334	-4.85139030980999	5.80211135422039
SMC2	0.000785112005529032	0.00550642241276189	-2.2591304757442	0.00320323043959229	0.00954514723968319	-2.02021736796296	-2.4944118171765	-3.10506838158181
ECPAS	0.336959033601879	0.478312401780479	0.320288358507082	1.7428085789212e-08	3.31646220753535e-07	-6.47932494730345	-7.7587503109299	0.472422896048897
HTT	0.338101272225013	0.47945539316073	0.319251791841173	0.000230222613837031	0.00102110732581017	2.99092860800373	3.637852019619	0.470953195045343
SMC4	3.43709321597736e-06	0.000111610659193776	-3.95229432683233	0.0581031844674443	0.108141705430957	-0.966006785736779	-1.23580006453326	-5.46380868938282
TUBA1A	0.0479105631908868	0.116479603135759	0.933750117737801	0.000405919928418058	0.00165966981995973	-2.77997830330473	-3.39155962670799	1.31956872396012
DHX15	0.00012076253670005	0.0014173852380033	-2.84851209470636	0.431409022772299	0.540540571742779	0.267171703333738	0.365110776017796	-3.91806777289916
KRT2	3.08619027640083e-07	2.12988278275343e-05	4.6716442971266	2.39265002043883e-10	1.01511118899929e-08	-7.99348638521469	-9.62112082220059	6.51057730139554
XRCC5	2.07061982197578e-06	8.11933954435353e-05	-4.09047929636331	0.17307611428857	0.262018709434816	0.58166769679401	0.761762863658059	-5.68389963281811
SND1	3.97241128334964e-05	0.000630711681061894	-3.20016912560451	0.258596167563146	0.361364406940292	0.442054626071356	0.587377915722103	-4.40094579319722
EIF4G1	0.0513093864725766	0.121992367653678	-0.913667339731643	0.000901202704753092	0.00325969615639553	2.48682287961017	3.04517751351103	-1.28980317835119
SMC3	0.0019010682443148	0.0106723744387998	-1.97173894599763	0.00516258386636724	0.0143279003175962	-1.84381744863226	-2.2871328801482	-2.72100229260465
HSP90B1	0.0140162417836458	0.0464456257824268	1.33305518130453	0.217630879877225	0.314916811362739	-0.501804154583563	-0.662279482095237	1.85336841942389
MATR3	0.0862289679993572	0.178299791655559	-0.748849164300214	0.977599449412907	0.984254960155846	0.00689238790386404	0.00983905169747416	-1.06434681156684
DNMT1	0.000169516748794991	0.00183177179908742	-2.73712863141606	0.565793731134562	0.663919372557809	-0.177884658853896	-0.247341868736133	-3.77078738566215
SMC1A	1.97187608988607e-07	1.50958498628234e-05	-4.82114243213774	0.65550684118258	0.739194642693035	-0.131241189322154	-0.183422771445537	-6.7051203790345
KRT1	0.00256870328698521	0.013308917130566	1.87585727911221	0.000167675980413981	0.000775595062218736	-3.11036496449532	-3.77552914562761	2.59028605854687
KRT9	0.0048076377023712	0.0210188920133046	1.67739018103805	1.52757455278414e-06	1.33334331959709e-05	-4.87505801066945	-5.81599758496583	2.31806826766702
HNRNPL	7.27758205175327e-08	8.37083659997221e-06	-5.07723113548406	0.574855433593666	0.671507949510452	-0.172948841657831	-0.240441359286863	-7.13801288936936
DDB1	0.0341934845467624	0.0919405070202817	1.03649310559437	0.750853048774005	0.818709791542922	-0.0868700155373599	-0.124445051479644	1.4660566394105
XRCC6	1.60339722812184e-05	0.000324186877060885	-3.48920456917718	0.000537877787597	0.00209327475834742	2.67917376344222	3.26931639013577	-4.79495887152598
POLR1A	0.21184748275373	0.344493424672733	0.462819063032411	0.00597844068711154	0.0162012612547065	-1.79045117467727	-2.22341207509019	0.673976692072052
MCM5	0.00143840107784153	0.0086874725541514	-2.06110655444205	0.550262807342975	0.650413402787677	0.18681051800323	0.259429840471749	-2.8421200001795
NPEPPS	0.0356188055058321	0.0948369019023596	1.02302264183732	0.944440311564954	0.962098613001418	-0.0167804114471729	-0.0248254841975213	1.4483206489077
CALR	0.0961989781444159	0.192919763996705	-0.714623278032506	0.162449706471804	0.249302710725418	-0.603272999287279	-0.789281069039164	-1.01682954114928
GDI2	0.00148498859614697	0.0088956180937957	2.05082387046946	0.0949472879812077	0.161077404978935	0.792965375665097	1.02251743568333	2.82827688146425
TUBA1C	0.00955932233218485	0.0348444030925273	-1.4578669708296	5.89468456920946e-08	8.69256049294249e-07	-6.06085227830824	-7.22953942950306	-2.01957289410719
EIF5B	8.75366069740198e-06	0.000215756894141679	-3.66603531825538	0.838205465090065	0.886430943959481	0.0523550917895124	0.0766495118978785	-5.05781029118211
CCT7	3.74428468922657e-05	0.000603751325589929	3.21914190270708	0.462358862670471	0.570209548053934	0.243965514784506	0.33502081323366	4.42663113796285
GTF2I	0.846229245476981	0.89958565918851	0.0459574765189078	0.0481279716602601	0.0925029265924642	-1.03384452690581	-1.31760244115495	0.0725119696336575
USP7	0.00346350391759532	0.0166763686302078	1.77789851338409	0.91310752272357	0.940840367541478	0.0264840571008375	0.0394780792279687	2.46048431679311
LRBA	0.0463779109250102	0.113724605842313	0.944145559715022	4.64584706118472e-08	7.24304349056991e-07	-6.14007890708731	-7.33293509104392	1.33368881788376
NCAPD2	0.0531116457623992	0.124843723190817	-0.903633287931126	0.000220603360451431	0.000984160446342201	3.00693409335651	3.65638787623673	-1.27481024095604
DPYSL2	0.127824252988337	0.237384757481767	0.624547170613448	0.45862778281952	0.567094458641623	0.246344596397872	0.338539640055848	0.893386736633821
IMPDH2	1.83517027751143e-05	0.000354434378970118	-3.45046415960417	0.844002263117332	0.889182925685998	-0.0510088853247652	-0.0736563888505874	-4.73632363323602
UBA6	0.354409357937978	0.497268321140411	-0.303409206949424	0.272853808802936	0.375709314808193	0.425148037516732	0.564069979463563	-0.450494819383264
ENO1	0.000226578465171822	0.00228610162910205	2.64090446686412	0.0028898402357024	0.00877291088562794	2.05685628213997	2.5391261664721	3.64478136941295
CCT6A	1.71439987120906e-08	3.28656804939929e-06	5.4832573710901	0.00118021255059318	0.00408340919911117	-2.38897709717439	-2.92803977130659	7.76588787459175
BAZ1B	0.000461932310574258	0.00386886996688084	-2.41241586671585	0.867316506205104	0.907586949720256	0.0421117575041881	0.0618223883201838	-3.33542165928768
SHMT2	0.826218295847398	0.88687389035797	0.0521381305802261	2.72686627538971e-05	0.000161490387201569	3.7918533241661	4.56433615919234	0.0829051921994352
MCM3	0.000554820619815508	0.00436436402456697	-2.36007903277037	0.310399902322575	0.415745026263777	0.381172937728689	0.508078424078712	-3.25584740681706
TUBA4A	0.106335623719994	0.208074359204915	-0.681781434165627	0.00322690452209145	0.00960463358616753	-2.01751919868786	-2.49121388434579	-0.973321217196255
SUPT6H	0.00149324014500541	0.0089143235329491	-2.04991160785084	0.505341729447578	0.610562276288671	-0.214270032179146	-0.296414837679972	-2.82587034280148
AGL	0.00503338100159155	0.021738884389614	-1.66276274708811	0.0898292061169984	0.153857038670279	-0.812882630805938	-1.04658243846358	-2.29814019445362
AP1B1	1.43346770864764e-05	0.000302789347621447	3.51885940774066	0.254989196098851	0.357482144909982	0.446745644941833	0.593478220248602	4.84361208584557
PSMD1	0.457102574967413	0.594761922582033	-0.225656843347546	0.970332604058387	0.980027651239305	-0.00876167062257248	-0.01307937568436	-0.339986332219773
ATP1A3	0.926204905164873	0.952142321575647	-0.0212981305490969	0.657806371520067	0.740953148247937	-0.130209252345473	-0.181901924251653	-0.033292923320104
ALDOA	0.00425689006861014	0.0193277745571282	1.71381814872361	6.12350081082875e-05	0.000328448084941447	3.48353326599834	4.2130002203152	2.37090756504778
SUPT5H	0.266577124616202	0.404634368625648	-0.392937232117466	0.0590339423813295	0.109519600632889	0.960508148541421	1.22889821292847	-0.574177120785612
HEATR1	0.000275131035960093	0.00262745063123513	-2.58046543544571	0.0321584150541935	0.0658173018270089	-1.18165992553086	-1.4927053638471	-3.56046041656797
EPB41L2	0.0281958727426936	0.079101266838039	-1.10181656104892	0.605230297599123	0.696086227036629	-0.157336959230401	-0.218079339487641	-1.54981445821449
MYO18A	0.0102042287982913	0.036602278766428	1.4364918756745	0.00328332392486891	0.00974454394215682	2.0112384816402	2.4836862687043	1.99121981224165
USP9X	0.000764081218647696	0.00538528661043688	-2.26879117815637	0.0312182345076333	0.0642487402829065	1.19213538307131	1.50559166134001	-3.116860475278
IMMT	0.00724813042612519	0.0282928530057496	1.54832325677842	1.74554651695963e-05	0.000110586888271518	3.95629636208096	4.75806857320919	2.13977400037031
MYBBP1A	2.48128462212724e-05	0.000449345326317909	-3.34741977108672	0.436601353816	0.545857151534207	-0.262920995422208	-0.359914921961953	-4.6053234160061
EIF3C	0.0159363225088162	0.0513927291933876	-1.28909831864182	0.0169735213251467	0.0386515382221554	1.41283321770683	1.7702280496425	-1.79761188986528
PDCD11	0.00163439038152413	0.00952658177338838	-2.02106290033258	8.46908658462044e-05	0.000432307615009817	3.3642071143909	4.07216342705423	-2.78664420221462
SMARCC2	0.74671120190503	0.830339973524904	-0.0807440541357529	0.777277741683342	0.840616295644166	0.0754021952968631	0.109423768680088	-0.126847333486195
HDLBP	0.0807693709523132	0.169530520701206	-0.770752104075089	0.240295035606028	0.340944929905921	0.467315763439771	0.619255201444036	-1.09275329947602
TRAP1	0.0324197471621559	0.0883182164796414	-1.05394970977872	0.356083324174905	0.46273845993706	-0.334664403149124	-0.44844836440044	-1.48919037648654
KRT10	9.06198543724786e-05	0.00115738635400653	2.93652164242746	0.00470568378903506	0.0132229203539878	-1.87867261795499	-2.32737725975481	4.04277664007429
NUP155	0.000819451319930506	0.0056710449630409	-2.24633690938423	0.67693693726511	0.758075635500694	-0.120287461331196	-0.16945178784875	-3.08647684088971
CLUH	0.00294361762324607	0.0147780454102053	-1.83038300326844	0.510370120233471	0.614772106662426	-0.211285845462145	-0.292114759438886	-2.53111860564557
SMCHD1	0.00403049738915493	0.0186100396844478	-1.73025270076938	2.35580177714539e-07	2.74631306272625e-06	5.56124995738884	6.62786125493486	-2.39464135583505
EHD1	0.284309007226276	0.424576867109984	-0.372043671875551	0.94320896870653	0.961549781301315	-0.0170282265739096	-0.0253920783102986	-0.546209381158297
