geneName Pvalue_OE_WT Pvalue_Repair_WT FDR_OE_WT FDR_Repair_WT FoldC_OE_WT FoldC_Repair_WT
114 EZR 0.0428484997636563 0.000209475939809014 0.144484582916407 0.00309784989843273 0.239244928629709 0.361966026903747
121 HTT 0.988674120432099 0.499465697374234 0.993561934147255 0.594990667343851 0.00444416561054517 0.186872730072299
128 EIF4G1 0.366212713482143 0.0814581119271424 0.530957144253102 0.148932245614585 0.0524898659507471 -0.160480568360438
138 XRCC6 0.134149122404669 0.000392273986882561 0.283410554108802 0.00431857957620152 -0.0407251443638117 -0.205034718163571
150 NCAPD2 0.554586983896135 0.00524693236863593 0.693914883536482 0.0207472283728492 0.0184281223758234 -0.144724915960758
154 ENO1 0.000913874558996646 0.000540444256306017 0.0216734003353267 0.00513273297365127 0.380355456787832 0.361702980182763
157 SHMT2 0.00750571864340465 0.00079150415376617 0.0564355843498311 0.00618855815693912 -0.14258210911612 0.26521221242507
165 ALDOA 0.0165967101743606 8.38271161330502e-05 0.0872000992214419 0.00211507966830973 0.312311444654576 0.481958278848683
169 MYO18A 0.451942119345887 0.0484986628817709 0.609180315034976 0.100977103409512 0.0963684102345379 0.156943146949684
171 IMMT 0.0275954984868465 0.000396941470914394 0.11395567828902 0.00433308907865166 0.143746309984614 0.377152311986574
173 EIF3C 0.553881234383797 0.922352189513307 0.693658182717284 0.940505946114439 -0.0350106056795418 -0.00255131680905052
174 PDCD11 0.703979636273546 0.00829692440415851 0.805530521320757 0.028050216013014 -0.0391836816543396 -0.456262070768727
181 SMCHD1 0.388783552315298 0.177015881905798 0.551382115016323 0.27027557662077 -0.0391268947439833 0.0596673782909356
186 COPB2 0.23185058230477 0.152534157741478 0.397915491247213 0.240798276387685 -0.0228712779250522 0.0226584070541804
187 LMNB1 0.00865739708625153 0.815410057451795 0.0612167859541502 0.861452383954943 -0.219848827164505 -0.0103116817489877
188 EIF3B 0.572149825490525 0.196673530503339 0.708064343937102 0.292343016789784 0.0320744436149987 -0.0290056760035462
192 SRRM2 0.58701299791447 0.0412729299675811 0.719313275853527 0.0891977810071815 0.0423949388945175 0.134275898749674
193 PDCD6IP 0.00163397741814478 0.0107441648999829 0.0273536944949741 0.0336022945754149 0.189247330069961 0.180939015653635
194 ARHGAP4 0.0085253591792403 0.00331740016296721 0.0608651849817211 0.0154137012957974 -0.17683741492135 -0.185215879574526
197 ARHGEF2 0.758004133783802 0.00186683768525258 0.84248000783014 0.0105141323932131 -0.0277607478995243 -0.286601195636987
198 SWAP70 0.183220880005951 0.583705639355226 0.343481084719595 0.668475834187101 -0.05652151723217 -0.0214710199512744
200 DDX17 0.100248768060309 0.00254228102821798 0.239118720497769 0.0128378991239573 -0.0699575562987675 -0.150888888843784
201 ARHGEF1 0.00933761644446542 0.0237432867192008 0.0633440402576055 0.0596578893488269 -0.185206603109595 -0.206925394877665
203 ALDH18A1 0.631711492699973 0.0893774994619521 0.753743357818133 0.159635043797808 -0.0179353125835213 0.0813019909138291
206 STIP1 0.723931734981399 0.00587939222411881 0.820466533887392 0.0222779898624004 0.0207748411859825 0.154789323514411
210 TARS1 0.00581357835794376 0.00134478100762459 0.0512171664252104 0.00862901258808112 -0.101351744451463 -0.162859356798091
217 PDS5B 0.0270615299597113 0.00345874178437615 0.112687432881308 0.0157453363904406 -0.218143604429379 -0.299255395749675
221 DNAJC13 0.306043260105012 0.476511649208851 0.476203928278688 0.574254783772994 -0.0744391406591554 0.0274521940833932
231 LDHA 0.0232604907341273 0.00197285201340032 0.104966259842932 0.0108449878508328 0.265207799666843 0.362112013251977
241 PPP2R1A 0.0949487704343658 0.227131638659987 0.231669808388669 0.325840732179627 0.117410565354241 -0.0582892112130153
243 POLR2B 0.00721273882098481 0.00746713036208963 0.0556380568366876 0.026292426363385 -0.102934008183752 -0.148090727532839
245 TNPO1 0.211683970708407 0.0361921372544158 0.376206008959247 0.0813875716472025 -0.060617246615152 -0.150751292884777
249 PTK2B 0.0193884236564905 0.0652331904885983 0.0952129799297862 0.126412202908643 -0.112707893659321 -0.0405571043144857
256 G6PD 0.174432836223127 0.0728459660632605 0.334245748034994 0.137582325022426 -0.0632603567547001 0.101928955199533
261 SYNCRIP 0.578181622929722 0.00276560459237107 0.712540019115295 0.0135300277600309 -0.0246207029767156 -0.246335519462839
267 BAG6 0.384868504256614 0.297078672777053 0.547732618325322 0.400311022633693 -0.0969168172965986 -0.0442005910323786
269 KHSRP 0.0645650118873804 0.0665101825495845 0.180843120796055 0.128191317760951 0.146653282923786 0.128835116145851
271 P4HB 0.0469973792583601 1.42071779504939e-05 0.152642708343613 0.000885753213679157 0.0494769662686814 0.533587135310331
273 AP2B1 0.0526255051684909 0.0303538079775435 0.161949258583386 0.0716748677425935 0.169536204627072 0.220802273651762
274 NUP93 0.0177293543945858 0.154835354356194 0.0899677826925254 0.243669137776729 -0.0997647334958387 -0.0503412397547365
275 SFPQ 0.0687971188013194 0.0215681872384118 0.188309829146287 0.0557565232796983 0.138067746982827 -0.281838447864708
284 UBA2 0.0102567901844273 0.00391071488030637 0.0666949070283864 0.0171832429715329 -0.197914161955477 -0.209013707164839
290 LTA4H 8.21075403258853e-05 1.12580316451766e-05 0.0111414050941957 0.000776954290605786 0.405246235886842 0.658236285438559
298 PABPC1 0.388794451320703 0.000217747729095624 0.551382115016323 0.00315849747543858 0.0194849937742276 -0.315719594371497
312 NUP133 0.00686020798342391 0.349805244226322 0.0544383082285133 0.453441508669031 -0.210715751782903 -0.0599431526113943
314 RUVBL1 0.205775753627057 0.0969834696679381 0.370182687726449 0.169647326462064 -0.0517480582803103 -0.112314245444121
317 GSR 0.023209891414978 0.00445015059104688 0.104929370779729 0.0185970968476113 0.187181764500888 0.354769311985027
319 NOP58 0.14546923321296 0.000221995968858144 0.298861649459506 0.00318296713243699 -0.0570264605832698 -0.399722841163392
322 RCC2 0.0208537292764183 0.0110203920706987 0.0988451490244884 0.0342180859975623 -0.21896314586715 -0.191626868428262
323 STAG2 0.0137968310174694 0.00145457772207328 0.0792937902636069 0.00901663986760635 0.265671545450051 0.508592326206443
324 KIF5B 0.0934630203317602 0.000343132991249077 0.22948984498918 0.00404430228044127 0.163073258501019 0.317315320060404
337 NDUFS1 0.00843511846384394 0.00598131920788334 0.0605166202383706 0.0225815523121839 -0.223963749263142 -0.160374528416069
341 PDIA6 0.00376169778588721 4.23569838719478e-05 0.040960439195818 0.00157726437785037 0.205961000751824 0.469105732521452
344 BIRC6 0.647925223101196 0.000546676571292919 0.766200812147998 0.00513611672637868 -0.0250447647969789 -0.423211242153977
346 CCAR2 0.342273809201883 0.268557687620991 0.509565636690216 0.371374456619356 -0.0709706688315244 0.0942108828209562
347 FAM120A 0.116289252219649 0.201816812912911 0.259893423786229 0.297947468236517 0.0900235296801615 -0.0726180472498719
349 EIF3M 0.228028994496111 0.0277474735622102 0.394082829887102 0.0666145283664192 0.0731005082407137 0.0434900690392315
350 NUP188 0.0223909228432784 0.00692648612367207 0.103056927678313 0.0249141710744452 -0.191987581205524 -0.300120465436878
354 NUP160 0.757079577717854 0.013785626811115 0.842204700122854 0.0405341090150736 -0.0349693615591207 0.235080426352814
356 HNRNPUL1 0.294669300819416 0.15836979385101 0.464992437604715 0.248250167466029 0.0394734448651093 -0.0574974214784234
361 SF3A1 0.000256862511719117 0.000343796948105517 0.0135665342924301 0.00404430228044127 0.363651691070046 0.345592535370198
363 POLD1 0.0374050830421568 0.58998548968322 0.133188539319369 0.674025562493189 0.12223556859389 -0.0175438580487999
364 CNDP2 0.000153701131335006 9.86204112510319e-06 0.0116993684674998 0.000718277950159025 0.372757409840156 0.533931766771703
365 NONO 0.145013382774775 0.0876932723611655 0.298089463559268 0.157659040549285 -0.103570938300535 -0.11226511621113
366 AP2A1 0.288859330414428 0.0697933804576021 0.459194070707948 0.133008297956019 0.104774763842178 0.213484294076325
375 CUL1 0.0332780116188144 0.0295085999510714 0.126411979830539 0.0702236842973544 0.055688958422607 -0.053122107765569
379 PNP 0.000128598277510587 2.45833517773655e-05 0.0114032316561091 0.00113909677709759 0.484330216762963 0.446273012770543
384 ACTR3 0.292954119281037 0.0176533838348636 0.46342619847147 0.0482184246592368 0.286208833090804 0.175858367730022
388 PYCR1 0.00642627912399759 5.81325670766005e-05 0.0532198731932984 0.00183856060897435 -0.308053404822719 -0.549444142781248
398 FKBP5 0.0555360569905617 0.000271807511983022 0.16756898514105 0.00351559070591931 -0.21641300985066 -0.217611804755416
403 STK10 0.156862035082231 0.226449442189113 0.313117804440524 0.325132402987753 -0.0745466360663265 -0.0609281657834799
405 GOT2 0.167762301444508 6.2695291461983e-06 0.32627557975311 0.000624059285783123 0.146482015578201 0.65234742417509
408 PDXDC1 0.261844205327436 0.89818022582403 0.430939779578636 0.924434449963249 -0.0540550713680386 -0.0172225454266428
414 VPS35 0.0540568864267482 0.0475657455386218 0.164975497726916 0.099361917445587 0.171631751599406 0.16155499521215
416 CDC5L 0.041664801796984 0.83550288517251 0.142906641191717 0.877549296601646 0.30418935923597 -0.0159075922647016
417 PPP5C 0.405344510937052 0.0180045188697264 0.568124252933306 0.0489965245371735 0.0403908772676633 0.163414575084548
421 ARPC1B 0.00352483264529248 0.000400157762673008 0.0399381062021143 0.00433308907865166 0.146829041960629 0.313278514846434
426 CLASP1 0.695595107412116 0.0432538723229476 0.801157159760817 0.092704779769597 -0.0334930572903822 -0.109413832894802
430 AHCY 0.149222295633551 0.396856398059416 0.302976836776451 0.499544921292689 0.0880847099720867 -0.0474698028841161
439 SRRT 0.981243517550457 0.023580670284189 0.988116040241472 0.0595255289244116 0.000952601799692587 -0.0936761560895363
443 IPO9 0.000684510641405022 0.00063842916478299 0.0200433932416951 0.00553278921120247 -0.17901184860678 -0.197146385179634
444 NAMPT 0.00493671572773581 0.12764128048002 0.0468852121224965 0.210538963596107 0.200126941608179 0.0740610178845529
446 CAT 0.141772435026831 1.243383054624e-05 0.294004056744597 0.00082778348767583 0.110701873895771 0.733733448820534
451 BTK 0.01158397952641 0.0272125236176993 0.0716352186722795 0.0658050582123664 -0.200038808604143 -0.175920175564332
453 PSMC3 0.693244693320871 0.0221892913748373 0.799981008816456 0.056913663110088 0.029292323848896 -0.200035714016803
454 PDCD4 0.000588110691562557 0.000187554590014235 0.0186752204879006 0.00295897924436178 0.164250019386326 0.189375492692154
456 CARS1 0.0033240851411724 8.90973369287317e-07 0.0384909724624347 0.000354744473802396 0.170356423852896 0.34118395275274
458 RAB3GAP1 0.154065736889084 0.199064349375458 0.30896716549318 0.29500935108524 -0.138457439288905 0.0878501408270669
459 TOMM70 0.496714833914531 0.966269590309648 0.648757831746716 0.974743987418191 0.0260639283390436 0.00143677966773303
466 FANCI 0.0514292473301093 0.148250361878883 0.160164532439129 0.235526050670687 0.499051610003555 0.390470410006674
467 TMPO 3.41204692024656e-05 0.000146228164458562 0.0111017661889209 0.00263967263891248 0.361376382857763 0.490769473286749
468 EPS15L1 0.032404200053651 0.0775165291033151 0.124838311352461 0.143294840942414 0.386585065295327 0.127789470050065
470 YARS1 0.930276636793229 0.000782890173745576 0.956898225763465 0.00614907365600471 0.00138262480843565 0.151891095751871
472 GAPVD1 0.351150520957091 0.100920450545845 0.516626510122069 0.175113728469759 -0.0552429615465932 0.11867584114122
473 PSMC2 0.335722976484206 0.00121354966060153 0.504412808790203 0.00812591596801229 -0.0455177334350125 -0.199930531772157
478 RTCB 0.944090053972248 0.0591756194890036 0.964018567638658 0.117312452110656 0.00773088005262323 0.0846966112242562
483 FUBP1 0.000247456751161512 0.00218804974734081 0.0135665342924301 0.0115919605857073 0.3669045415742 0.273530449604969
486 RAP1GDS1 0.104655761148186 0.0276148361837332 0.245112316607696 0.0664108341544037 0.0739238353509322 0.104797277007727
488 PSMD11 0.0752908172544725 0.291606690008747 0.20046567392446 0.394293685340981 0.184511249787203 0.0951033614195929
489 SF3A3 0.0342775480075237 0.00134844895187794 0.128310158833355 0.00862901258808112 0.118817773021474 0.274891338015452
491 PSMC4 0.356339514001171 0.436225473967049 0.5212922447236 0.535809931953832 -0.0510197489125943 -0.0514530256452268
494 EIF4G2 0.0413973048686487 0.0633815918150857 0.142373720930316 0.123471253005225 -0.407102725927171 -0.220810287314134
496 ROCK1 0.687054337958437 0.1052866090427 0.795391020638083 0.18063380970756 0.0201712004656205 0.14389027420828
499 YWHAE 0.0172816560459374 0.00417255499432319 0.0890048275559918 0.0177900697286794 0.147722732721064 0.236045480454493
500 GSTP1 0.518555041078265 0.73117083251585 0.667832596090506 0.797290987987806 0.023608899360422 0.00914789782616765
502 PSMC5 0.0124863160610354 0.0714465530629149 0.074777874569083 0.135609594366014 -0.0804982128820502 -0.146352141377704
505 SEPTIN2 0.00270976326807482 0.000366386994724146 0.0348033118500131 0.00416680043363274 0.151640023997938 -0.330237563608357
513 PLRG1 0.21717420730864 0.0596837705877556 0.38175718126485 0.118135065606969 0.0863883519438371 -0.105981236129939
516 DLD 0.0526898283335437 0.000266149242814361 0.161949258583386 0.00346999617331771 0.114376309590874 0.531899824262606
519 LMNB2 0.670904789969382 0.277201771286577 0.783706430350151 0.379676202217338 -0.0283030487471514 0.0650463886886179
521 SARS1 0.0637738085326634 0.911261626361778 0.179999526138941 0.932553480632699 0.0815873080046181 0.00299220449835857
523 NEK9 0.535221883658919 0.140399941237432 0.67945985094611 0.226601214794184 0.0191727413188474 0.0488619868053544
525 DDX39B 0.226403013459848 0.679689139604975 0.392116984507142 0.751885229022302 -0.156722986919458 -0.0317230780229441
527 PPP2CA 0.161164117002498 0.7322358339142 0.317784940801878 0.797402204153145 0.154557268677065 0.0345066087906911
533 DKC1 0.306441609321812 0.102255935542094 0.476605099113492 0.176824476598303 0.0360055245280897 0.0646660171177214
541 TPI1 0.0013321076757759 6.80405941014686e-05 0.0256319305941117 0.00189693037091568 0.345564136981071 0.563770384411022
544 PGM2 7.85958413432901e-05 9.87649253279701e-05 0.0111414050941957 0.00220069468658519 0.469785849852656 0.453376716697075
546 EEF1D 0.000221980863576256 0.0167592532956069 0.0135150882115664 0.0463138788350569 -0.405971427392217 -0.126542184420032
549 PPP2CB 0.814038752151407 0.405232293359888 0.881398535819221 0.507373572915041 0.0209385408779781 -0.0836528164712504
552 SEPTIN9 0.00980739107743916 0.00175516440301783 0.0653321186831726 0.0101053736930148 0.210154292695517 -0.256494841463788
554 PSMD12 0.861108422931158 0.488097619802708 0.91446393046608 0.584524664856952 -0.0206088122990238 -0.0767576217041519
562 CUL2 0.89678790862849 0.0714454195821395 0.937353435997792 0.135609594366014 0.0112252094686571 0.258393550800294
564 KDM1A 0.599160579577055 0.245676438055759 0.727823318444223 0.346396416065544 0.0302847093084644 -0.0403041535356685
567 PPA1 0.44438819316102 2.11825830433864e-05 0.602141797085557 0.00104131398250924 -0.045866452091488 -0.32574518472191
573 PA2G4 0.300852076179176 0.00034026872702623 0.471310637501033 0.00403952048414625 -0.0269539783368415 -0.264918108880696
577 NAPA 0.0713819343107751 0.0388600434839607 0.193137946676723 0.0855185310684442 0.171328693884369 0.296909032368568
579 U2AF2 0.446843682193163 0.641390165582138 0.604354036851793 0.717336969976912 0.03068950973908 -0.0205435874588957
580 ATP6V1B2 0.341627055138223 0.144127525117132 0.50914530302201 0.230889529559354 0.182051944323574 0.242405516144483
581 TRIM25 0.346732602642223 0.0605895503735148 0.512914533088353 0.119367586921022 -0.0804759426838544 -0.192599978871623
582 PPP1R7 0.0254501221593469 0.0178413016212028 0.109311901192927 0.0486290559196133 0.221303994160236 0.177006389505953
586 PSMC6 0.804923601851388 0.282073979080415 0.876190234107841 0.384490864460717 -0.0191800316878279 -0.0824387608881043
587 PRPS1 0.389366462145658 0.00057260402579427 0.551700193831351 0.00526429562612991 0.0399306302761886 0.180414680777918
590 ARHGAP45 0.201876106741559 0.561130948862792 0.365737041825099 0.649611673297654 -0.0793235311218421 -0.0193758835183448
595 SNRNP40 0.083887515291954 0.00438199659637486 0.215258854663731 0.018432985814931 -0.139133186814075 -0.277701941196613
599 PSMD6 0.792550379576449 0.000440783891304764 0.867281345599936 0.00454481558046505 -0.0119366678288557 0.544719772619356
602 AKR1B1 0.1513518399918 0.0380754332074176 0.305775614284761 0.0844019024760571 -0.100795877781337 -0.121551555864141
604 CSK 0.00986725927871186 0.00439038282605626 0.065562174616961 0.0184453096653143 -0.128371464266561 -0.18243608901475
608 CYRIB 0.000379021844751718 5.41814315542986e-05 0.0147505042739466 0.00176379301713868 0.482705902217157 0.628240708575513
616 PGAM1 0.00144287528131797 0.00123497227483255 0.026608652280381 0.00820566944099267 0.279643879260611 0.461775533134066
617 USP15 7.03387100090503e-06 0.841166923087092 0.00455091453758555 0.881520822258088 -1.31192766880132 0.0964158515719724
618 KIF15 0.257994778571776 0.0117570161330897 0.426899000840957 0.0359659075087899 -0.116646664517377 -0.463086788132877
619 PSMD13 0.0797273287648241 0.00462651115001826 0.20862924857772 0.0190251256031589 0.0864173293848935 0.218603978736922
626 APEX1 0.0235399540205335 0.0177005885023832 0.105464298820745 0.0483218597512317 -0.189166695124477 -0.341460396403509
628 SAMHD1 0.0880765454738265 0.00880701504527724 0.221339451342248 0.0292570290330515 -0.197768783445085 -0.297271584863001
630 APPL1 0.0404736320057513 0.462677727990133 0.140128106529611 0.561900497437102 -0.0945216580880359 0.0403782725654231
633 EIF2S3 0.0428180807191685 9.74515719798605e-05 0.144476131553074 0.00220069468658519 0.0511945113792116 -0.193118723235596
640 SAFB2 0.0452366796019031 0.0186353707041277 0.148757975615915 0.0502117015952968 -0.158007652651897 -0.281589881950705
643 NDUFS2 0.236193508851125 0.00029521527085454 0.403142551365461 0.00372030825601523 0.0303220134721585 0.188053756691488
653 ATAD3A 0.259122885301078 0.72199001504394 0.427267988768946 0.789566938066223 -0.127276075110663 -0.0191938020189344
658 GRK2 0.0540900600391161 0.0141111311462892 0.164979464208877 0.0411488534158834 0.233172816301407 0.395737883341752
659 KRT6A 0.00156004994790717 0.00309058996435637 0.0271993995679964 0.0146357672968971 0.468875295814589 -0.377190325386373
660 ABCE1 0.00998800380708631 0.00146653871577447 0.0661945041043262 0.00902921127356909 -0.0503317260945835 -0.164743109403485
662 MAPK1 0.19074087195845 0.000328747153455044 0.352472243219185 0.00398422307469435 0.0367422069133028 0.229260532375321
663 SERPINB9 0.0137118921565848 0.000586626092455785 0.0790634203725058 0.00535130219208808 0.0719993170149742 0.227352397900216
664 RAVER1 0.698205038676376 0.548442948704306 0.802555913877176 0.638493185446129 0.0382860136912324 0.0433763884382934
669 MYO1D 0.0546818385282135 0.178716963998658 0.166099293557531 0.271990298634829 0.201347556893845 0.10161693781369
670 ECH1 0.0228238623809678 7.71587128038989e-05 0.104280964167647 0.00201703786602516 0.190263967096925 0.803819951322769
671 SEPTIN7 0.00620917420930852 0.267670706960635 0.0526863700120998 0.370444807280279 0.228649921674048 0.0605464576025483
675 OLA1 0.754672909885203 0.0386802384747431 0.840632142581006 0.0851952827001151 -0.0225907968284424 -0.294811639346705
676 CLIC4 0.6026322839497 0.106852218086599 0.73032655156255 0.182611241653537 0.0385170778038599 0.0911801109178612
679 CPSF2 0.777943742332114 0.60148641339538 0.855638931217812 0.683339261574734 0.016213935421538 -0.031592285776
680 MTA2 0.0475917893564455 0.0144024516442389 0.153575499818555 0.0415535617115835 -0.19136795922784 -0.169100371870012
681 MDH2 0.0522681575132721 7.08158176738167e-06 0.16151640793355 0.000637753733245848 0.116564026417866 0.598998565944616
682 CAPZB 0.209756140022263 0.000546754311482738 0.374492934488756 0.00513611672637868 0.0638783019658575 0.344916486216786
685 SBNO1 0.679704530094375 0.18180631333194 0.789865575024666 0.275638394202144 -0.0358044135343523 -0.178678762057197
691 FRYL 0.821425317011251 0.143174349667003 0.886509057725237 0.229931875233139 -0.014865313448329 0.10393297930908
696 RBBP4 0.137107903435478 0.00260436098272335 0.288249597149485 0.0130369172597448 0.114659886944054 0.190135960361292
699 PRPSAP2 0.122621673818809 0.000236853674425974 0.268822441205487 0.00324326618737788 0.124699914786477 0.350225574635498
702 ITPR2 0.211993267981097 0.13514454619623 0.376206008959247 0.220317534208405 -0.276659599373795 -0.151651575146538
707 DECR1 0.355483642677824 1.12256492578929e-05 0.520504479349481 0.000776954290605786 -0.032471790814844 0.50669713047072
710 MTOR 0.414720826487845 0.0051890301761362 0.57800613312062 0.0206444428836902 0.089682288653691 0.210477115627748
713 NCF1 0.585851049740453 0.00923370623830933 0.718569913141371 0.0302109124459476 -0.0258179030586376 0.141188274976416
716 PSMC1 0.00293825766320576 0.0561392421432565 0.0360383896573523 0.112626634625386 0.182152300107832 0.077298656000691
718 NUDCD1 0.0300228771011605 0.899403683160109 0.118995192604918 0.92550963499736 0.118530145300896 0.00526321676894881
722 PRPS2 0.171372855217501 0.017220440675126 0.330609727396864 0.047285411636314 0.271406264877811 0.421923202804331
727 ARPC2 0.0048096247766201 0.000321440336104035 0.0464451825443762 0.00394259521249878 0.177869312820995 0.393686437337045
728 FBL 0.0291666243700141 2.10144929626675e-06 0.117881472578671 0.00053672987237426 -0.0959215871591148 -0.413749111854781
731 STAT5B 0.00841427380813981 0.00991650893545579 0.0605166202383706 0.0317230224041528 0.139542956806048 0.159467508614998
732 BPNT1 0.000424298733685909 4.45076557325322e-06 0.0156869303254162 0.000556920484681823 0.284834438150774 0.411749972005232
736 EEF1B2 0.00361674463019173 0.48966461702458 0.0403011252775226 0.586012498894619 0.214433519990695 -0.0601772691173572
737 DNAJC7 0.926739160053462 0.0822107834157104 0.955184208528502 0.149937637406525 0.00645223912500192 -0.138503009365552
743 ERO1A 0.00690707747703964 2.51717111747234e-07 0.0544468858549202 0.000190648426347501 0.180604137280776 0.723851484918983
746 GRHPR 0.0110132134629987 0.0606944046963007 0.0697728187080553 0.119404879782612 -0.250923368215178 -0.139878362645311
749 RAD21 0.112928276307822 0.217222146878655 0.255332695175216 0.314853495447751 0.211164263208797 0.0868709114215207
751 GPS1 0.0797152106313977 0.0019274563405253 0.20862924857772 0.0107044141830031 0.0875531782658303 0.221560876439453
753 TWF2 0.027924309610035 0.012253407395037 0.114893661797728 0.0370898460097727 0.277904893732392 0.227767376488083
754 PPP1CA 0.0233879976477839 0.0298274908573837 0.105357942406379 0.0707872960466841 -0.249491757920033 -0.268270755837673
755 ERP44 0.155619694197465 1.46793767458826e-05 0.311359697397016 0.000893887694549272 0.094733510408588 0.816691139648245
764 PSMB8 0.000102325503979946 1.5812227875737e-05 0.0111414050941957 0.00089938562071225 0.253102258295586 0.406467179836826
766 AQR 0.16488231347425 0.00805609211107284 0.322780202171982 0.0274524220705653 -0.101938825572965 -0.333988132481457
767 FEN1 0.0117336517153747 0.00270439689654382 0.0720443431539497 0.0133695877139549 -0.162675558125628 -0.289897777156474
780 PARK7 0.000137053872181661 2.24525073188101e-06 0.0114032316561091 0.00053672987237426 0.459338426386221 0.50484480797121
785 CPOX 0.267826871626708 0.0771460696142622 0.436896277195033 0.142865136430562 0.0286906053451048 0.152450609796421
786 PUS7 0.177028549973053 0.011424610510904 0.337371051053211 0.035135938208223 -0.145743401866525 -0.408596377896332
787 NUDC 0.624791573107368 0.0198713441829603 0.747303552821271 0.05282303035479 0.0313442419104248 -0.131098296154999
789 EIF3F 0.572711953633263 0.838680743124705 0.708159835643996 0.879994227937052 0.0157355473423841 -0.0276340114467573
790 TES 0.544470960393109 0.0125791274719227 0.687026253289793 0.03772280637003 0.0431827453126434 0.305223204052343
791 PSMB1 0.232637235588187 0.00876688472914665 0.398694170302014 0.0292148965348006 0.0909160444537633 0.235111550092338
793 CPSF1 0.0552679881637092 0.834314987605369 0.167161859850315 0.876657404759519 0.123412357485121 -0.00969822362857897
794 TKFC 0.381761053644279 0.72461475060269 0.544951796376942 0.791601086770689 0.057246748081365 -0.059924887802703
797 PELP1 0.102846742985176 0.00925708757272298 0.242190510323598 0.0302682787595794 -0.075205526987645 0.105404108218448
800 KPNA6 0.988111176483986 0.019933217060301 0.993561934147255 0.0528602762483366 0.00475421987278501 -0.795147388702162
803 PHB2 0.0501650088473232 8.46205569439265e-05 0.158172368497959 0.00211507966830973 0.114070002140522 0.477252353598576
808 SCFD1 0.0630360563078923 0.0954751238817393 0.178922131858023 0.167632035689241 -0.130654804227289 -0.0753598145119287
810 ATXN10 0.752307365951444 0.0124288822456954 0.838898940506748 0.0374676147371691 0.0340851678902361 -0.383813229373787
812 TAGLN2 0.0292137028599318 0.0876684341094625 0.117881472578671 0.157659040549285 0.184041682402427 0.109155642405945
815 TRIP12 0.0889418794620744 0.0444424477797985 0.22280275406582 0.0943923306147874 -0.160623412120167 0.134204983479638
