Type	Chromosome	Position	Position_offset	-log10(q-value)	G-score	average_amplitude	frequency
Amp	 1	109230869	109230869	0.000000	0.080262	0.606476	0.052632
Amp	 1	110053920	110053920	0.000000	0.080262	0.606476	0.052632
Amp	 1	110053921	110053921	0.035380	0	0	0
Amp	 1	110060722	110060722	0.035380	0	0	0
Amp	 1	110060723	110060723	0.035380	0.152388	0.606976	0.105263
Amp	 1	110232325	110232325	0.035380	0.152388	0.606976	0.105263
Amp	 1	110232326	110232326	0.458245	0	0	0
Amp	 1	110232849	110232849	0.458245	0	0	0
Amp	 1	110232850	110232850	0.458245	0.261647	0.679844	0.157895
Amp	 1	110232969	110232969	0.458245	0.261647	0.679844	0.157895
Amp	 1	110232970	110232970	0.679718	0	0	0
Amp	 1	110233469	110233469	0.679718	0	0	0
Amp	 1	110233470	110233470	0.679718	0.364733	0.704618	0.210526
Amp	 1	110338895	110338895	0.679718	0.364733	0.704618	0.210526
Amp	 1	110338896	110338896	1.280004	0	0	0
Amp	 1	110340445	110340445	1.280004	0	0	0
Amp	 1	110340446	110340446	1.280004	0.519224	0.987424	0.210526
Amp	 1	110401005	110401005	1.280004	0.519224	0.987424	0.210526
Amp	 1	110401006	110401006	0.622133	0	0	0
Amp	 1	110401505	110401505	0.622133	0	0	0
Amp	 1	110401506	110401506	0.622133	0.306879	1.172589	0.105263
Amp	 1	110406407	110406407	0.622133	0.306879	1.172589	0.105263
Amp	 1	110406408	110406408	0.000000	0	0	0
Amp	 1	110408445	110408445	0.000000	0	0	0
Amp	 1	110408446	110408446	0.000000	0.080262	0.606476	0.052632
Amp	 1	110673320	110673320	0.000000	0.080262	0.606476	0.052632
Amp	 1	110673321	110673321	0.035380	0	0	0
Amp	 1	110673569	110673569	0.035380	0	0	0
Amp	 1	110673570	110673570	0.035380	0.157338	0.560424	0.157895
Amp	 1	111690829	111690829	0.035380	0.157338	0.560424	0.157895
Amp	 1	111690830	111690830	0.000000	0	0	0
Amp	 1	111691329	111691329	0.000000	0	0	0
Amp	 1	111691330	111691330	0.000000	0.080262	0.549438	0.105263
Amp	 1	113981498	113981498	0.000000	0.080262	0.549438	0.105263
Amp	 1	113981499	113981499	0.153451	0.158813	0.600008	0.105263
Amp	 1	114268809	114268809	0.153451	0.158813	0.600008	0.105263
Amp	 1	114268810	114268810	0.000000	0.080262	0.606476	0.052632
Amp	 1	119982953	119982953	0.000000	0.080262	0.606476	0.052632
Amp	 1	119982954	119982954	0.432652	0	0	0
Amp	 1	150230572	150230572	0.432652	0	0	0
Amp	 1	150230573	150230573	0.432652	0.257053	1.043816	0.105263
Amp	 1	152085475	152085475	0.432652	0.257053	1.043816	0.105263
Amp	 1	152085476	152085476	0.035380	0.156141	1.179828	0.052632
Amp	 1	153534823	153534823	0.035380	0.156141	1.179828	0.052632
Amp	 1	153534824	153534824	0.390172	0	0	0
Amp	 1	153535209	153535209	0.390172	0	0	0
Amp	 1	153535210	153535210	0.390172	0.222973	0.996516	0.105263
Amp	 1	153561599	153561599	0.390172	0.222973	0.996516	0.105263
Amp	 1	153561600	153561600	0.622133	0	0	0
Amp	 1	153563723	153563723	0.622133	0	0	0
Amp	 1	153563724	153563724	0.622133	0.337513	0.989466	0.157895
Amp	 1	153681295	153681295	0.622133	0.337513	0.989466	0.157895
Amp	 1	153681296	153681296	0.390172	0	0	0
Amp	 1	153681711	153681711	0.390172	0	0	0
Amp	 1	153681712	153681712	0.390172	0.222973	0.996516	0.105263
Amp	 1	153770769	153770769	0.390172	0.222973	0.996516	0.105263
Amp	 1	153770770	153770770	0.622133	0	0	0
Amp	 1	153771785	153771785	0.622133	0	0	0
Amp	 1	153771786	153771786	0.622133	0.314167	1.341054	0.105263
Amp	 1	153995187	153995187	0.622133	0.314167	1.341054	0.105263
Amp	 1	153995188	153995188	0.390172	0	0	0
Amp	 1	154000845	154000845	0.390172	0	0	0
Amp	 1	154000846	154000846	0.390172	0.222973	0.892861	0.105263
Amp	 1	154586374	154586374	0.390172	0.222973	0.892861	0.105263
Amp	 1	154586375	154586375	0.566956	0	0	0
Amp	 1	154588131	154588131	0.566956	0	0	0
Amp	 1	154588132	154588132	0.566956	0.282285	0.744630	0.157895
Amp	 1	154771464	154771464	0.566956	0.282285	0.744630	0.157895
Amp	 1	154771465	154771465	0.741366	0	0	0
Amp	 1	154771964	154771964	0.741366	0	0	0
Amp	 1	154771965	154771965	0.741366	0.387923	1.010704	0.157895
Amp	 1	154859143	154859143	0.741366	0.387923	1.010704	0.157895
Amp	 1	154859144	154859144	0.933397	0	0	0
Amp	 1	154859643	154859643	0.933397	0	0	0
Amp	 1	154859644	154859644	0.933397	0.441911	0.887484	0.210526
Amp	 1	156623593	156623593	0.933397	0.441911	0.887484	0.210526
Amp	 1	156623594	156623594	0.545765	0	0	0
Amp	 1	156623787	156623787	0.545765	0	0	0
Amp	 1	156623788	156623788	0.545765	0.276961	0.848825	0.105263
Amp	 1	156701061	156701061	0.545765	0.276961	0.848825	0.105263
Amp	 1	156701062	156701062	0.627481	0	0	0
Amp	 1	156705350	156705350	0.627481	0	0	0
Amp	 1	156705351	156705351	0.627481	0.349711	0.749121	0.157895
Amp	 1	156705470	156705470	0.627481	0.349711	0.749121	0.157895
Amp	 1	156705471	156705471	0.835662	0	0	0
Amp	 1	156705970	156705970	0.835662	0	0	0
Amp	 1	156705971	156705971	0.835662	0.407388	0.670795	0.210526
Amp	 1	156787182	156787182	0.835662	0.407388	0.670795	0.210526
Amp	 1	156787183	156787183	0.662813	0	0	0
Amp	 1	156791684	156791684	0.662813	0	0	0
Amp	 1	156791685	156791685	0.662813	0.353400	0.721786	0.157895
Amp	 1	156791804	156791804	0.662813	0.353400	0.721786	0.157895
Amp	 1	156791805	156791805	0.566956	0	0	0
Amp	 1	156794654	156794654	0.566956	0	0	0
Amp	 1	156794655	156794655	0.566956	0.280650	0.807823	0.105263
Amp	 1	156815893	156815893	0.566956	0.280650	0.807823	0.105263
Amp	 1	156815894	156815894	0.390172	0	0	0
Amp	 1	156816631	156816631	0.390172	0	0	0
Amp	 1	156816632	156816632	0.390172	0.222973	1.179828	0.052632
Amp	 1	157515091	157515091	0.390172	0.222973	1.179828	0.052632
Amp	 1	157515092	157515092	1.665508	0	0	0
Amp	 1	157515591	157515591	1.665508	0	0	0
Amp	 1	157515592	157515592	1.665508	0.585161	1.537073	0.157895
Amp	 1	157515881	157515881	1.665508	0.585161	1.537073	0.157895
Amp	 1	157515882	157515882	2.616936	0	0	0
Amp	 1	157518681	157518681	2.616936	0	0	0
Amp	 1	157518682	157518682	2.616936	0.779035	1.248669	0.263158
Amp	 1	157518801	157518801	2.616936	0.779035	1.248669	0.263158
Amp	 1	157518802	157518802	3.333789	0	0	0
Amp	 1	157519695	157519695	3.333789	0	0	0
Amp	 1	157519696	157519696	3.333789	0.872860	1.158807	0.315789
Amp	 1	157768710	157768710	3.333789	0.872860	1.158807	0.315789
Amp	 1	157768711	157768711	4.701248	0	0	0
Amp	 1	157769855	157769855	4.701248	0	0	0
Amp	 1	157769856	157769856	4.701248	1.054154	1.188961	0.368421
Amp	 1	157834757	157834757	4.701248	1.054154	1.188961	0.368421
Amp	 1	157834758	157834758	3.333789	0	0	0
Amp	 1	157835815	157835815	3.333789	0	0	0
Amp	 1	157835816	157835816	3.333789	0.875601	1.377831	0.263158
Amp	 1	157836173	157836173	3.333789	0.875601	1.377831	0.263158
Amp	 1	157836174	157836174	2.019530	0	0	0
Amp	 1	157839337	157839337	2.019530	0	0	0
Amp	 1	157839338	157839338	2.019530	0.694308	1.379817	0.210526
Amp	 1	157839457	157839457	2.019530	0.694308	1.379817	0.210526
Amp	 1	157839458	157839458	0.622133	0	0	0
Amp	 1	157842247	157842247	0.622133	0	0	0
Amp	 1	157842248	157842248	0.622133	0.295516	0.775504	0.157895
Amp	 1	158084587	158084587	0.622133	0.295516	0.775504	0.157895
Amp	 1	158084588	158084588	0.390172	0	0	0
Amp	 1	158086585	158086585	0.390172	0	0	0
Amp	 1	158086586	158086586	0.390172	0.222973	0.794364	0.105263
Amp	 1	158976773	158976773	0.390172	0.222973	0.794364	0.105263
Amp	 1	158976774	158976774	1.104028	0	0	0
Amp	 1	158977273	158977273	1.104028	0	0	0
Amp	 1	158977274	158977274	1.104028	0.490001	1.851268	0.105263
Amp	 1	159066338	159066338	1.104028	0.490001	1.851268	0.105263
Amp	 1	159066339	159066339	0.390172	0	0	0
Amp	 1	159074007	159074007	0.390172	0	0	0
Amp	 1	159074008	159074008	0.390172	0.222973	0.820877	0.105263
Amp	 1	160177672	160177672	0.390172	0.222973	0.820877	0.105263
Amp	 1	160177673	160177673	0.622133	0	0	0
Amp	 1	160181688	160181688	0.622133	0	0	0
Amp	 1	160181689	160181689	0.622133	0.314742	1.189121	0.105263
Amp	 1	160199948	160199948	0.622133	0.314742	1.189121	0.105263
Amp	 1	160199949	160199949	0.679718	0	0	0
Amp	 1	160201249	160201249	0.679718	0	0	0
Amp	 1	160201250	160201250	0.679718	0.368229	0.927467	0.157895
Amp	 1	161819122	161819122	0.679718	0.368229	0.927467	0.157895
Amp	 1	161819123	161819123	0.545765	0	0	0
Amp	 1	161819622	161819622	0.545765	0	0	0
Amp	 1	161819623	161819623	0.545765	0.276460	0.791993	0.105263
Amp	 1	161958663	161958663	0.545765	0.276460	0.791993	0.105263
Amp	 1	161958664	161958664	0.390172	0	0	0
Amp	 1	161959163	161959163	0.390172	0	0	0
Amp	 1	161959164	161959164	0.390172	0.222973	1.179828	0.052632
Amp	 1	164812157	164812157	0.390172	0.222973	1.179828	0.052632
Amp	 1	164812158	164812158	0.566956	0	0	0
Amp	 1	164820068	164820068	0.566956	0	0	0
Amp	 1	164820069	164820069	0.566956	0.278357	0.846414	0.105263
Amp	 1	165562994	165562994	0.566956	0.278357	0.846414	0.105263
Amp	 1	165562995	165562995	0.390172	0	0	0
Amp	 1	165563494	165563494	0.390172	0	0	0
Amp	 1	165563495	165563495	0.390172	0.222973	1.179828	0.052632
Amp	 1	167128332	167128332	0.390172	0.222973	1.179828	0.052632
Amp	 1	167128333	167128333	1.933850	0	0	0
Amp	 1	167129116	167129116	1.933850	0	0	0
Amp	 1	167129117	167129117	1.933850	0.660621	1.029092	0.263158
Amp	 1	167765060	167765060	1.933850	0.660621	1.029092	0.263158
Amp	 1	167765061	167765061	1.080197	0	0	0
Amp	 1	167765560	167765560	1.080197	0	0	0
Amp	 1	167765561	167765561	1.080197	0.486303	0.765657	0.263158
Amp	 1	167765758	167765758	1.080197	0.486303	0.765657	0.263158
Amp	 1	167765759	167765759	0.790389	0	0	0
Amp	 1	167772264	167772264	0.790389	0	0	0
Amp	 1	167772265	167772265	0.790389	0.401414	0.791741	0.210526
Amp	 1	167787929	167787929	0.790389	0.401414	0.791741	0.210526
Amp	 1	167787930	167787930	0.622133	0	0	0
Amp	 1	167788429	167788429	0.622133	0	0	0
Amp	 1	167788430	167788430	0.622133	0.324508	0.852132	0.157895
Amp	 1	167810921	167810921	0.622133	0.324508	0.852132	0.157895
Amp	 1	167810922	167810922	0.390172	0	0	0
Amp	 1	167818062	167818062	0.390172	0	0	0
Amp	 1	167818063	167818063	0.390172	0.222973	0.852732	0.105263
Amp	 1	173785265	173785265	0.390172	0.222973	0.852732	0.105263
Amp	 1	173785266	173785266	0.566956	0	0	0
Amp	 1	173785765	173785765	0.566956	0	0	0
Amp	 1	173785766	173785766	0.566956	0.282701	0.746831	0.157895
Amp	 1	173992994	173992994	0.566956	0.282701	0.746831	0.157895
Amp	 1	173992995	173992995	0.662813	0	0	0
Amp	 1	173993494	173993494	0.662813	0	0	0
Amp	 1	173993495	173993495	0.662813	0.361405	0.713770	0.210526
Amp	 1	175023446	175023446	0.662813	0.361405	0.713770	0.210526
Amp	 1	175023447	175023447	0.566956	0	0	0
Amp	 1	175023946	175023946	0.566956	0	0	0
Amp	 1	175023947	175023947	0.566956	0.282701	0.746831	0.157895
Amp	 1	175076908	175076908	0.566956	0.282701	0.746831	0.157895
Amp	 1	175076909	175076909	0.622133	0	0	0
Amp	 1	175077408	175077408	0.622133	0	0	0
Amp	 1	175077409	175077409	0.622133	0.293577	0.749453	0.157895
Amp	 1	175947277	175947277	0.622133	0.293577	0.749453	0.157895
Amp	 1	175947278	175947278	0.390172	0	0	0
Amp	 1	175947777	175947777	0.390172	0	0	0
Amp	 1	175947778	175947778	0.390172	0.222973	0.852732	0.105263
Amp	 1	175988409	175988409	0.390172	0.222973	0.852732	0.105263
Amp	 1	175988410	175988410	0.622133	0	0	0
Amp	 1	175989359	175989359	0.622133	0	0	0
Amp	 1	175989360	175989360	0.622133	0.303877	0.772262	0.157895
Amp	 1	176381543	176381543	0.622133	0.303877	0.772262	0.157895
Amp	 1	176381544	176381544	0.390172	0.222973	0.852732	0.105263
Amp	 1	178521732	178521732	0.390172	0.222973	0.852732	0.105263
Amp	 1	178521733	178521733	1.665508	0	0	0
Amp	 1	178522942	178522942	1.665508	0	0	0
Amp	 1	178522943	178522943	1.665508	0.608546	1.636044	0.157895
Amp	 1	178897770	178897770	1.665508	0.608546	1.636044	0.157895
Amp	 1	178897771	178897771	0.622133	0	0	0
Amp	 1	178902097	178902097	0.622133	0	0	0
Amp	 1	178902098	178902098	0.622133	0.328585	0.930899	0.157895
Amp	 1	179044035	179044035	0.622133	0.328585	0.930899	0.157895
Amp	 1	179044036	179044036	0.390172	0.222973	0.956747	0.105263
Amp	 1	181221347	181221347	0.390172	0.222973	0.956747	0.105263
Amp	 1	181221348	181221348	0.622133	0.309680	0.922199	0.105263
Amp	 1	181798842	181798842	0.622133	0.309680	0.922199	0.105263
Amp	 1	181798843	181798843	0.390172	0	0	0
Amp	 1	181799342	181799342	0.390172	0	0	0
Amp	 1	181799343	181799343	0.390172	0.222973	1.179828	0.052632
Amp	 1	182554719	182554719	0.390172	0.222973	1.179828	0.052632
Amp	 1	182554720	182554720	0.622133	0	0	0
Amp	 1	182555979	182555979	0.622133	0	0	0
Amp	 1	182555980	182555980	0.622133	0.340060	1.284776	0.105263
Amp	 1	182858913	182858913	0.622133	0.340060	1.284776	0.105263
Amp	 1	182858914	182858914	0.390172	0	0	0
Amp	 1	182859017	182859017	0.390172	0	0	0
